link_id,page_no,link_text,surrounding_text,link_destination,link_domain
11,1,200;,"144, 148). In Holland v The Queen (1993)117 ALR 193, 200; [1993]HCA 43, the High Court approved a statement in R",https://jade.io/article/67774/section/140125,jade
12,1,"[1993]HCA 43,","148). In Holland v The Queen (1993)117 ALR 193, 200; [1993]HCA 43, the High Court approved a statement in R v Lawrence",https://jade.io/article/67774,jade
13,1,"[1982]AC 510,","the High Court approved a statement in R v Lawrence [1982]AC 510, 519 that ‘a direction to a jury should be custom",https://www.iclr.co.uk/document/1971004555/casereport_45849/html,iclr
14,1,519,"Court approved a statement in R v Lawrence [1982]AC 510, 519 that ‘a direction to a jury should be custom built",https://jade.io/citation/2795362/section/140093,jade
15,1,"(2000)112 A Crim R 417,","in relation to a particular case’. Cf R v Mogg (2000)112 A Crim R 417, 426-427 [50]-[52], 429-431 [70]-[74]; [2000]QCA 244; R v Hytch (2000)114",https://anzlaw.thomsonreuters.com/Document/I75a4a99088d411e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0&comp=wlau,thomsonreuters
16,1,426-427,"case’. Cf R v Mogg (2000)112 A Crim R 417, 426-427 [50]-[52], 429-431 [70]-[74]; [2000]QCA 244; R v Hytch (2000)114 A",https://jade.io/article/166653/section/4362,jade
17,1,"[50]-[52],","Cf R v Mogg (2000)112 A Crim R 417, 426-427 [50]-[52], 429-431 [70]-[74]; [2000]QCA 244; R v Hytch (2000)114 A Crim",https://jade.io/article/166653/section/4362,jade
18,1,429-431,"R v Mogg (2000)112 A Crim R 417, 426-427 [50]-[52], 429-431 [70]-[74]; [2000]QCA 244; R v Hytch (2000)114 A Crim R",https://jade.io/article/166653/section/31708,jade
19,1,[70]-[74];,"v Mogg (2000)112 A Crim R 417, 426-427 [50]-[52], 429-431 [70]-[74]; [2000]QCA 244; R v Hytch (2000)114 A Crim R 573,",https://jade.io/article/166653/section/31708,jade
20,1,[2000]QCA 244;,"Mogg (2000)112 A Crim R 417, 426-427 [50]-[52], 429-431 [70]-[74]; [2000]QCA 244; R v Hytch (2000)114 A Crim R 573, 575 [10];",https://www.queenslandjudgments.com.au/caselaw/qca/2000/244,queenslandjudgments
21,1,(2000)114,"417, 426-427 [50]-[52], 429-431 [70]-[74]; [2000]QCA 244; R v Hytch (2000)114 A Crim R 573, 575 [10]; [2000]QCA 315: ‘A trial",https://anzlaw.thomsonreuters.com/Document/I34835ed088ab11e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters
22,1,"A Crim R 573,","426-427 [50]-[52], 429-431 [70]-[74]; [2000]QCA 244; R v Hytch (2000)114 A Crim R 573, 575 [10]; [2000]QCA 315: ‘A trial judge ordinarily has an",https://anzlaw.thomsonreuters.com/Document/I34835ed088ab11e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters
23,1,575,"[2000]QCA 244; R v Hytch (2000)114 A Crim R 573, 575 [10]; [2000]QCA 315: ‘A trial judge ordinarily has an obligation",https://jade.io/article/166708/section/140725,jade
24,1,[10];,"244; R v Hytch (2000)114 A Crim R 573, 575 [10]; [2000]QCA 315: ‘A trial judge ordinarily has an obligation to",https://jade.io/article/166708/section/140725,jade
25,1,[2000]QCA 315:,"R v Hytch (2000)114 A Crim R 573, 575 [10]; [2000]QCA 315: ‘A trial judge ordinarily has an obligation to sum up",https://www.queenslandjudgments.com.au/caselaw/qca/2000/315,queenslandjudgments
26,1,[1999]NSWCCA 122)and,cases of both the prosecution and the defence(R v RNS [1999]NSWCCA 122)and to Queensland Supreme and District Courts Criminal Directions Benchbook (2026,https://www.caselaw.nsw.gov.au/decision/549f9b7d3004262463b18074,nsw
27,2,(2000)199 CLR 620;,them of the arguments of counsel (RPS v The Queen (2000)199 CLR 620; [2000]HCA 3)’. As Sofronoff P explained in R v Sunderland,https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=2000496633&pubNum=3586&originatingDoc=Idb17678087b311e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=674c6d5109dd4a51b163430e877377de&contextData=(sc.Default)&comp=wlau,thomsonreuters
28,2,620; [2000]HCA 3)’.,the arguments of counsel (RPS v The Queen (2000)199 CLR 620; [2000]HCA 3)’. As Sofronoff P explained in R v Sunderland (2020)5 QR,https://anzlaw.thomsonreuters.com/Document/Idb17678087b311e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters
29,2,"(2020)5 QR 261,","[2000]HCA 3)’. As Sofronoff P explained in R v Sunderland (2020)5 QR 261, 275-278 [55], sample directions are not to be: ‘treated as",https://www.queenslandjudgments.com.au/citation/2020-5-QR-261,queenslandjudgments
30,2,275-278,"Sofronoff P explained in R v Sunderland (2020)5 QR 261, 275-278 [55], sample directions are not to be: ‘treated as a",https://jade.io/article/757345/section/140529,jade
31,2,"[55],","P explained in R v Sunderland (2020)5 QR 261, 275-278 [55], sample directions are not to be: ‘treated as a draft",https://jade.io/article/757345/section/140529,jade
32,2,"[1973]1 WLR 276,","and helpful. See also McGreevy v Director of Public Prosecutions [1973]1 WLR 276, 281. Trial Judge’s Role in Summing Up A summing up",https://www.iclr.co.uk/document/1971002945/casereport_43533/html,iclr
33,2,281.,"also McGreevy v Director of Public Prosecutions [1973]1 WLR 276, 281. Trial Judge’s Role in Summing Up A summing up should",https://jade.io/citation/2759931/section/140198,jade
34,2,"[1981]1 WLR 355,","have the attributes it should display. See R v Landy [1981]1 WLR 355, 367; Flesch v The Queen (1986)7 NSWLR 554, particularly at",https://www.iclr.co.uk/document/1981004518/casereport_75793/html,iclr
35,2,367;,"it should display. See R v Landy [1981]1 WLR 355, 367; Flesch v The Queen (1986)7 NSWLR 554, particularly at 558,",https://jade.io/citation/2764448/section/140204,jade
36,2,"(1986)7 NSWLR 554,","v Landy [1981]1 WLR 355, 367; Flesch v The Queen (1986)7 NSWLR 554, particularly at 558, where Street CJ stated ‘a summing up",https://anzlaw.thomsonreuters.com/Document/If661a9d0881011e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0&comp=wlau,thomsonreuters
37,2,"558,","367; Flesch v The Queen (1986)7 NSWLR 554, particularly at 558, where Street CJ stated ‘a summing up should be as",https://jade.io/article/806595/section/140465,jade
38,2,"[1973]1 WLR 488,","to the significance of the evidence. See R v Sparrow [1973]1 WLR 488, 495. In Holland, the High Court approved a statement from",https://www.iclr.co.uk/document/1971004959/casereport_16268/html,iclr
39,2,495.,"of the evidence. See R v Sparrow [1973]1 WLR 488, 495. In Holland, the High Court approved a statement from Lawrence",https://jade.io/citation/2765095/section/140246,jade
40,2,"[1968]1 QB 421,","proven guilty of a particular offence. See R v Mowatt [1968]1 QB 421, 426; [1967]EWCA Crim 1. In Holland, the High Court approved",https://www.iclr.co.uk/document/1961003961/casereport_53167/html,iclr
41,2,426;,"a particular offence. See R v Mowatt [1968]1 QB 421, 426; [1967]EWCA Crim 1. In Holland, the High Court approved a",https://jade.io/citation/2700021/section/140006,jade
42,2,[1967]EWCA Crim 1.,"particular offence. See R v Mowatt [1968]1 QB 421, 426; [1967]EWCA Crim 1. In Holland, the High Court approved a statement from Lawrence",https://www.bailii.org/ew/cases/EWCA/Crim/1967/1.html,bailii
43,2,[1998]QCA 64;,"case’. See also R v Adams; Ex parte Attorney-General (Qld) [1998]QCA 64; and R v Mogg (2000)112 A Crim R 417, 430",https://www.queenslandjudgments.com.au/caselaw/qca/1998/64,queenslandjudgments
44,2,"(2000)112 A Crim R 417,","Ex parte Attorney-General (Qld) [1998]QCA 64; and R v Mogg (2000)112 A Crim R 417, 430 [71]-[72]; [2000]QCA 244: ‘A trial judge’s duty … will",https://anzlaw.thomsonreuters.com/Document/I75a4a99088d411e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0&comp=wlau,thomsonreuters
45,2,430,"64; and R v Mogg (2000)112 A Crim R 417, 430 [71]-[72]; [2000]QCA 244: ‘A trial judge’s duty … will rarely",https://jade.io/article/166653/section/4654,jade
46,2,[71]-[72];,"and R v Mogg (2000)112 A Crim R 417, 430 [71]-[72]; [2000]QCA 244: ‘A trial judge’s duty … will rarely if",https://jade.io/article/166653/section/4654,jade
47,2,[2000]QCA 244:,"R v Mogg (2000)112 A Crim R 417, 430 [71]-[72]; [2000]QCA 244: ‘A trial judge’s duty … will rarely if ever be",https://www.queenslandjudgments.com.au/caselaw/qca/2000/244,queenslandjudgments
48,3,"(2002)76 ALJR 628,","applied to the facts …’ See further R v Chai (2002)76 ALJR 628, 632 [18]; [2002]HCA 12. In R v Ita [2003]NSWCCA 174,",https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=2002178223&pubNum=5147&originatingDoc=I6f4c1e9087b511e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=76acafcb7d4440a5bf6494b4d76093e4&contextData=(sc.Default)&comp=wlau,thomsonreuters
49,3,632,"facts …’ See further R v Chai (2002)76 ALJR 628, 632 [18]; [2002]HCA 12. In R v Ita [2003]NSWCCA 174, the",https://jade.io/article/68320/section/1035,jade
50,3,[18];,"…’ See further R v Chai (2002)76 ALJR 628, 632 [18]; [2002]HCA 12. In R v Ita [2003]NSWCCA 174, the Court",https://jade.io/article/68320/section/1035,jade
51,3,[2002]HCA 12.,"See further R v Chai (2002)76 ALJR 628, 632 [18]; [2002]HCA 12. In R v Ita [2003]NSWCCA 174, the Court remarked at",https://www.hcourt.gov.au/sites/default/files/eresources/2002/HCA/12.pdf,hcourt
52,3,"[2003]NSWCCA 174,","ALJR 628, 632 [18]; [2002]HCA 12. In R v Ita [2003]NSWCCA 174, the Court remarked at [90] inter alia that: ‘[t]he precise",https://www.caselaw.nsw.gov.au/decision/549fa8ff3004262463b593e5,nsw
53,3,[90],"In R v Ita [2003]NSWCCA 174, the Court remarked at [90] inter alia that: ‘[t]he precise nature of the task of",https://jade.io/article/183676/section/1087,jade
54,3,"(2000)112 A Crim R 417,","McMurdo P described it this way in R v Mogg (2000)112 A Crim R 417, 427 [54]; [2000]QCA 244: ‘The onerous duties of a trial",https://anzlaw.thomsonreuters.com/Document/I75a4a99088d411e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0&comp=wlau,thomsonreuters
55,3,427,"way in R v Mogg (2000)112 A Crim R 417, 427 [54]; [2000]QCA 244: ‘The onerous duties of a trial judge",https://jade.io/article/166653/section/788,jade
56,3,[54];,"in R v Mogg (2000)112 A Crim R 417, 427 [54]; [2000]QCA 244: ‘The onerous duties of a trial judge will",https://jade.io/article/166653/section/788,jade
57,3,[2000]QCA 244:,"R v Mogg (2000)112 A Crim R 417, 427 [54]; [2000]QCA 244: ‘The onerous duties of a trial judge will ordinarily include",https://www.queenslandjudgments.com.au/caselaw/qca/2000/244,queenslandjudgments
58,3,"(2000)199 CLR 620,","Kirby, and Hayne JJ said in RPS v The Queen (2000)199 CLR 620, 637; [2000]HCA 3 that: • the fundamental task of a",https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=2000496633&pubNum=3586&originatingDoc=Idb17678087b311e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=4481d45a3e6744b0b3b7d73a45be270a&contextData=(sc.Default)&comp=wlau,thomsonreuters
59,3,637;,"JJ said in RPS v The Queen (2000)199 CLR 620, 637; [2000]HCA 3 that: • the fundamental task of a trial",https://jade.io/article/68197/section/140607,jade
60,3,[2000]HCA 3,"said in RPS v The Queen (2000)199 CLR 620, 637; [2000]HCA 3 that: • the fundamental task of a trial judge is",https://www.hcourt.gov.au/sites/default/files/eresources/2000/HCA/3.pdf,hcourt
61,5,"‘Your Primary Responsibilities as a Juror’,","of the above points. From July 2023, a pamphlet entitled ‘Your Primary Responsibilities as a Juror’, which contains a number of the points set out above,",https://archive.sclqld.org.au/sclpub/supreme-and-district-courts-benchbook/your-responsibilities-as-a-juror.pdf,sclqld
62,7,28(2),to attend court in response to a summons. See s 28(2) of the Jury Act 1995. If a judge chooses to,https://jade.io/article/352986/section/3040,jade
63,7,Jury Act,"in response to a summons. See s 28(2) of the Jury Act 1995. If a judge chooses to do so, see as",https://jade.io/article/352986,jade
64,7,Act 1995.,"response to a summons. See s 28(2) of the Jury Act 1995. If a judge chooses to do so, see as an",https://jade.io/article/352986,jade
65,9,[2013]QCA 52,the guilty plea as an admission (See R v Rogers [2013]QCA 52 and Collins v The Queen; Ex parte Attorney-General (Qld) [1996]1,http://archive.sclqld.org.au/qjudgment/2013/QCA13-052.pdf,sclqld
66,9,"[1996]1 Qd R 631,","52 and Collins v The Queen; Ex parte Attorney-General (Qld) [1996]1 Qd R 631, 640). If there is more than one defendant, the associate",https://www.queenslandjudgments.com.au/case/id/502822,queenslandjudgments
67,9,640).,"The Queen; Ex parte Attorney-General (Qld) [1996]1 Qd R 631, 640). If there is more than one defendant, the associate goes",https://jade.io/article/206006/section/140777,jade
68,10,Jury Act,"to all defendants(ie 16 for 2 defendants): s 42(5))of the Jury Act 1995. If reserve jurors are required, the prosecution and defence",https://jade.io/article/352986,jade
69,10,Act 1995.,"all defendants(ie 16 for 2 defendants): s 42(5))of the Jury Act 1995. If reserve jurors are required, the prosecution and defence are",https://jade.io/article/352986,jade
70,10,"43,","challenges. For the rules governing challenges for cause, see ss 43, 47 of the Jury Act 1995. It is necessary for",https://jade.io/article/352986/section/102,jade
71,10,47,"For the rules governing challenges for cause, see ss 43, 47 of the Jury Act 1995. It is necessary for an",https://jade.io/article/352986/section/424,jade
72,10,Jury Act,"governing challenges for cause, see ss 43, 47 of the Jury Act 1995. It is necessary for an effective challenge(whether by the",https://jade.io/article/352986,jade
73,10,Act 1995.,"challenges for cause, see ss 43, 47 of the Jury Act 1995. It is necessary for an effective challenge(whether by the defendant",https://jade.io/article/352986,jade
74,10,"[2017]1 Qd R 453,","counsel)that the challenge be audible to the court(R v Shambayati [2017]1 Qd R 453, 458 [16]). See also ss 39, 41 of the Jury",https://www.queenslandjudgments.com.au/citation/2017-1-Qd-R-453,queenslandjudgments
75,10,458,"audible to the court(R v Shambayati [2017]1 Qd R 453, 458 [16]). See also ss 39, 41 of the Jury Act",https://jade.io/article/462160/section/140124,jade
76,10,[16]).,"to the court(R v Shambayati [2017]1 Qd R 453, 458 [16]). See also ss 39, 41 of the Jury Act 1995.",https://jade.io/article/462160/section/140124,jade
77,10,"39,","Shambayati [2017]1 Qd R 453, 458 [16]). See also ss 39, 41 of the Jury Act 1995. Jury Impartiality: Judge’s Remarks",https://jade.io/article/352986/section/1978,jade
78,10,41,"[2017]1 Qd R 453, 458 [16]). See also ss 39, 41 of the Jury Act 1995. Jury Impartiality: Judge’s Remarks to",https://jade.io/article/352986/section/295,jade
79,10,Jury Act,"453, 458 [16]). See also ss 39, 41 of the Jury Act 1995. Jury Impartiality: Judge’s Remarks to the Jury After Empanelling",https://jade.io/article/352986,jade
80,10,Act 1995.,"458 [16]). See also ss 39, 41 of the Jury Act 1995. Jury Impartiality: Judge’s Remarks to the Jury After Empanelling After",https://jade.io/article/352986,jade
81,13,Jury Act,place of the excused juror (See s 46(3) of the Jury Act 1995 and R v MacGowan [2014]QSC 277). Post-Empanelment Having ascertained,https://jade.io/article/352986,jade
82,13,Act 1995,of the excused juror (See s 46(3) of the Jury Act 1995 and R v MacGowan [2014]QSC 277). Post-Empanelment Having ascertained from,https://jade.io/article/352986,jade
83,13,[2014]QSC 277).,46(3) of the Jury Act 1995 and R v MacGowan [2014]QSC 277). Post-Empanelment Having ascertained from the bailiff whether the rest of,https://archive.sclqld.org.au/qjudgment/2014/QSC14-277.pdf,sclqld
84,15,MediaSDC@justice.qld.gov.au.,"3738 7640, Level 10, QE II Courts of Law; or MediaSDC@justice.qld.gov.au. The PIO may consult with judges and their associates for",mailto:MediaSDC@justice.qld.gov.au,
85,16,https://www.courts.qld.gov.au/newsroom/contact-us/media.,following Queensland Court media resources available on the courts’ website: https://www.courts.qld.gov.au/newsroom/contact-us/media. These include: • media court identification cards for use in,https://www.courts.qld.gov.au/newsroom/contact-us/media,qld
86,16,2014/08 –Electronic Devices in Courtrooms,filming outside the QEII Courts of Law: • Supreme Court 2014/08 –Electronic Devices in Courtrooms • District Court 2014/10 –Electronic Devices in Courtrooms • Supreme,https://www.courts.qld.gov.au/__data/assets/pdf_file/0004/225553/sc-pd-8of2014.pdf,qld
87,16,2014/10 –Electronic Devices in Courtrooms,Supreme Court 2014/08 –Electronic Devices in Courtrooms • District Court 2014/10 –Electronic Devices in Courtrooms • Supreme Court 2014/17 – Queen Elizabeth II Courts of,https://www.courts.qld.gov.au/__data/assets/pdf_file/0005/295988/dc-pd-10of2014.pdf,qld
88,16,"2014/17 – Queen Elizabeth II Courts of Law Supreme Court, Brisbane","District Court 2014/10 –Electronic Devices in Courtrooms • Supreme Court 2014/17 – Queen Elizabeth II Courts of Law Supreme Court, Brisbane Accessways to Remain Clear • how to apply to access",https://www.courts.qld.gov.au/__data/assets/pdf_file/0020/262271/sc-pd-17of2014.pdf,qld
89,16,Accessways to Remain Clear,"– Queen Elizabeth II Courts of Law Supreme Court, Brisbane Accessways to Remain Clear • how to apply to access court files; • how",https://www.courts.qld.gov.au/__data/assets/pdf_file/0020/262271/sc-pd-17of2014.pdf,qld
90,16,@SupremeCourtQLD,Social Media Queensland Courts operate the following X(formerly Twitter)accounts: • @SupremeCourtQLD — Supreme Court of Queensland • @DistCourtQLD — District Court,https://twitter.com/SupremeCourtQLD,twitter
91,16,@DistCourtQLD,X(formerly Twitter)accounts: • @SupremeCourtQLD — Supreme Court of Queensland • @DistCourtQLD — District Court of Queensland Queensland Supreme and District Courts,https://twitter.com/DistCourtQLD,twitter
92,17,@MagsCourtQLD,2 During the Trial • @MagsCourtQLD — Magistrates Court of Queensland. These accounts are managed by,https://twitter.com/MagsCourtQLD,twitter
93,17,h,"by the PIO, in accordance with the courts’social media disclaimer: h ttps://www.courts.qld.gov.au/newsroom/social-media. Image Consent Judges should contact the PIO should they",https://www.courts.qld.gov.au/newsroom/social-media,qld
94,17,ttps://www.courts.qld.gov.au/newsroom/social-media.,"the PIO, in accordance with the courts’social media disclaimer: h ttps://www.courts.qld.gov.au/newsroom/social-media. Image Consent Judges should contact the PIO should they wish",https://www.courts.qld.gov.au/newsroom/social-media,qld
95,17,[1997]2 Qd R 436,"the trial after the Crown opening, see R v Nona [1997]2 Qd R 436 and R v Oulds (2014)244 A Crim R 443; [2014]QCA",https://www.queenslandjudgments.com.au/case/id/507020,queenslandjudgments
96,17,(2014)244 A Crim R 443;,v Nona [1997]2 Qd R 436 and R v Oulds (2014)244 A Crim R 443; [2014]QCA 223. Prosecution and Defence Cases At the conclusion of,https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=2034293555&pubNum=5341&originatingDoc=Ied1a4f7088b611e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=aa73844045584bd7a2b47a665cf7dfa6&contextData=(sc.Default)&comp=wlau,thomsonreuters
97,17,[2014]QCA 223.,436 and R v Oulds (2014)244 A Crim R 443; [2014]QCA 223. Prosecution and Defence Cases At the conclusion of the prosecution,https://archive.sclqld.org.au/qjudgment/2014/QCA14-223.pdf,sclqld
98,17,"[1986]2 Qd R 209,","not to adduce rebuttal evidence. See Kern v The Queen [1986]2 Qd R 209, 211-212; R v Chin (1985)157 CLR 671; [1985]HCA 35; R",https://www.queenslandjudgments.com.au/case/id/506462,queenslandjudgments
99,17,211-212;,"evidence. See Kern v The Queen [1986]2 Qd R 209, 211-212; R v Chin (1985)157 CLR 671; [1985]HCA 35; R v",https://jade.io/citation/2674667/section/140966,jade
100,17,(1985)157 CLR 671;,"The Queen [1986]2 Qd R 209, 211-212; R v Chin (1985)157 CLR 671; [1985]HCA 35; R v Soma (2001)122 A Crim R 537;",https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1985188578&pubNum=3586&originatingDoc=Icdf1c6f087a811e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=f109a25603e342d890ecb213cee2c101&contextData=(sc.Default)&comp=wlau,thomsonreuters
101,17,[1985]HCA 35;,"Qd R 209, 211-212; R v Chin (1985)157 CLR 671; [1985]HCA 35; R v Soma (2001)122 A Crim R 537; [2001]QCA 263.",https://jade.io/article/67199,jade
102,17,(2001)122 A Crim R 537;,"v Chin (1985)157 CLR 671; [1985]HCA 35; R v Soma (2001)122 A Crim R 537; [2001]QCA 263. Then discuss with the lawyers, in the absence",https://anzlaw.thomsonreuters.com/Document/I2c813da088ac11e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters
103,17,[2001]QCA 263.,"[1985]HCA 35; R v Soma (2001)122 A Crim R 537; [2001]QCA 263. Then discuss with the lawyers, in the absence of the",https://archive.sclqld.org.au/qjudgment/2001/QCA01-263.pdf,sclqld
104,18,"[2016]QCA 336,","whom Morrison JA and Atkinson J agreed)in R v Gathercole [2016]QCA 336, [49]: ‘It is well established that in conducting an Australian",https://archive.sclqld.org.au/qjudgment/2016/QCA16-336.pdf,sclqld
105,18,[49]:,"JA and Atkinson J agreed)in R v Gathercole [2016]QCA 336, [49]: ‘It is well established that in conducting an Australian criminal",https://jade.io/article/508903/section/1625,jade
106,18,"[2007]QCA 447,","of a prosecutor is set out in R v Smith [2007]QCA 447, [38] by McMurdo P(Keane JA and Daubney J agreeing). The",https://archive.sclqld.org.au/qjudgment/2007/QCA07-447.pdf,sclqld
107,18,[38],"prosecutor is set out in R v Smith [2007]QCA 447, [38] by McMurdo P(Keane JA and Daubney J agreeing). The Limits",https://jade.io/article/19155/section/1252,jade
108,18,(2006)67 NSWLR 659;,"Wales Court of Criminal Appeal, in Livermore v The Queen (2006)67 NSWLR 659; [2006]NSWCCA 334, [31], identified a number of matters in a",https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=2010492318&pubNum=5138&originatingDoc=If5d2e0e0881c11e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=9bdb043d1f6a44899eec4fa0ecc22822&contextData=(sc.Default)&comp=wlau,thomsonreuters
109,18,"[2006]NSWCCA 334,","Criminal Appeal, in Livermore v The Queen (2006)67 NSWLR 659; [2006]NSWCCA 334, [31], identified a number of matters in a prosecutor’s address",https://www.caselaw.nsw.gov.au/decision/549fd5973004262463bf2289,nsw
110,18,"[31],","in Livermore v The Queen (2006)67 NSWLR 659; [2006]NSWCCA 334, [31], identified a number of matters in a prosecutor’s address which",https://jade.io/article/2501/section/1017,jade
111,19,306;,"Personal Opinions In R v Callaghan [1994]2 Qd R 300, 306; [1993]QCA 419, the Court of Appeal held that: ‘… it",https://jade.io/article/205748/section/140753,jade
112,19,"[1993]QCA 419,","Opinions In R v Callaghan [1994]2 Qd R 300, 306; [1993]QCA 419, the Court of Appeal held that: ‘… it is not",https://archive.sclqld.org.au/qjudgment/1993/QCA93-419.pdf,sclqld
113,19,"[2007]QCA 447,","a contestant’. Intemperate or Inflammatory Language In R v Smith [2007]QCA 447, [39]-[40], McMurdo P(Keane JA and Daubney J agreeing)said: ‘In determining",https://archive.sclqld.org.au/qjudgment/2007/QCA07-447.pdf,sclqld
