link_id,page_no,link_text,surrounding_text,link_destination,link_domain,jade_link
234,39,63,"absence (R v Martinez [2016]2 Qd R 54, 61 [15]-[16], 63 [29]-[30], 64-65 [41]-[42]). This may extend to excising from the",https://jade.io/article/409903/section/1097,jade,Not Required
236,39,64-65,"v Martinez [2016]2 Qd R 54, 61 [15]-[16], 63 [29]-[30], 64-65 [41]-[42]). This may extend to excising from the transcript discussions",https://jade.io/article/409903/section/2377,jade,Not Required
239,39,469,"they have been given(R v Tichowitsch [2007]2 Qd R 462, 469 [11]; R v Taylor [2017] QCA 169, [16]. Cf R",https://jade.io/article/169602/section/140185,jade,Not Required
247,39,[35]).,"[2017] QCA 169, [16]. Cf R v LAK [2018]QCA 30, [35]). Complications may arise where part of the evidence comprises out",https://jade.io/article/573709/section/140690,jade,Not Required
250,39,21A,"(Qld), or evidence recorded before the trial pursuant to ss 21A or 21AK of the Evidence Act 1977. Usually, neither the",https://jade.io/article/353262/section/234,jade,Not Required
251,39,21AK,"evidence recorded before the trial pursuant to ss 21A or 21AK of the Evidence Act 1977. Usually, neither the recordings nor",https://jade.io/article/353262/section/19598,jade,Not Required
257,39,38,"208; [2007]HCA 55); R v BEC (2023) 16 QR 1, 38 [114] ff). The rationale for Queensland Supreme and District Courts",https://jade.io/article/1040243/section/1642,jade,Not Required
260,40,[24];,"into the jury room (Cf R v Peniamina [2018]QSC 283, [24]; R v Tichowitsch [2007]2 Qd R 462, 470 [16]). In",https://jade.io/article/622777/section/140603,jade,Not Required
262,40,470,"[2018]QSC 283, [24]; R v Tichowitsch [2007]2 Qd R 462, 470 [16]). In cases where the evidence is substantial, care must",https://jade.io/article/169602/section/140124,jade,Not Required
265,40,470,"the jury with material(R v Tichowitsch [2007]2 Qd R 462, 470 [14]. Cf R v OT [2017]QCA 257, [35]-[36]). The decision",https://jade.io/article/169602/section/140575,jade,Not Required
267,40,[35]-[36]).,"R 462, 470 [14]. Cf R v OT [2017]QCA 257, [35]-[36]). The decision to provide the jury with a transcript of",https://jade.io/article/561178/section/3351,jade,Not Required
280,44,391;,"defence (Isherwood v Tasmania [2010]TASCCA 11; (2010)20 Tas R 375, 391; Andelman v The Queen (2013)38 VR 659, 678; [2013]VSCA 25).",https://jade.io/article/217736/section/140085,jade,Not Required
282,44,678;,"R 375, 391; Andelman v The Queen (2013)38 VR 659, 678; [2013]VSCA 25). Special care is required where a co-defendant is",https://jade.io/article/290422/section/2569,jade,Not Required
292,52,Crimes Act,"Court so construed ‘insane’ in the cognate provision in the Crimes Act 1958(Vic) (see Kesavarajah v The Queen (1994)181 CLR 230, 244;",https://jade.io/article/281802,jade,Not Required
301,52,297;,"230; [1994]HCA 41; cf R v Mailes (2001)53 NSWLR 251, 297; [2001]NSWCCA 155. R v Presser [1958]VR 45, 48 sets out",https://jade.io/article/136861/section/140304,jade,Not Required
304,52,48,"NSWLR 251, 297; [2001]NSWCCA 155. R v Presser [1958]VR 45, 48 sets out the most frequently cited exposition of fitness for",https://jade.io/article/653368/section/140703,jade,Not Required
306,53,[13],"R v M [2002]QCA 464, de Jersey CJ stated at [13] that: ‘Fitness for trial, in relation to the capacity to",https://jade.io/article/207042/section/140536,jade,Not Required
308,53,9;,"be had to Ngatayi v The Queen (1980)147 CLR 1, 9; [1980]HCA 18. Generally speaking, it is enough if a defendant",https://jade.io/article/66848/section/139985,jade,Not Required
311,53,7;,"these conditions (See Ngatayi v The Queen (1980)147 CLR 1, 7; [1980]HCA 18). There is authority for the proposition that the",https://jade.io/article/66848/section/140139,jade,Not Required
314,53,329-330;,"it beyond reasonable doubt(see R v Podola [1960]1 QB 325, 329-330; R v Robertson [1968]1 WLR 1767; R v Donovan [1990]",https://jade.io/citation/2681868/section/140813,jade,Not Required
320,53,"557-558,","was criticised in Re Walton [1992] 2 Qd R 551, 557-558, where it was pointed out that in R v Podola",https://jade.io/citation/2733507,jade,Not Required
322,53,"557-558,","was criticised in Re Walton [1992] 2 Qd R 551, 557-558, where it was pointed out that in R v Podola",https://jade.io/citation/2733507/section/140258,jade,Not Required
325,53,49,"stand trial. The view in R v Presser [1958]VR 45, 49 has much to commend it. It was that the inquiry",https://jade.io/article/653368/section/140447,jade,Not Required
327,54,360-361.,"from the summing-up in R v Sharp [1960]1 QB 357, 360-361. 2.6.3 Suggested Direction [Last reviewed: February 2026] (Note that the",https://jade.io/citation/4209573/section/140616,jade,Not Required
334,56,9,evidence in a proceeding on oath: Evidence Act 1977 s 9. ‘Child’ is not defined in the Evidence Act 1977 but,https://jade.io/article/353262/section/97,jade,Not Required
338,56,Acts Interpretation Act,in the Evidence Act 1977 but is defined in the Acts Interpretation Act 1954(Qld) as ‘… an individual who is under 18’: s,https://jade.io/article/529695,jade,Not Required
342,56,9A,"is competent to give evidence at all(dealt with in s 9A of the Evidence Act 1977)and whether, if competent to give",https://jade.io/article/353262/section/5953,jade,Not Required
347,56,9C,or ability to give reliable evidence: Evidence Act 1977 s 9C (see also the discussion of admissibility of opinion evidence in,https://jade.io/article/353262/section/25260,jade,Not Required
355,58,Oaths Act,"met, he or she can give evidence on solemn affirmation: Oaths Act 1867 s 17. If the witness is competent to give",https://jade.io/article/353373,jade,Not Required
357,58,17,can give evidence on solemn affirmation: Oaths Act 1867 s 17. If the witness is competent to give evidence in the,https://jade.io/article/353373/section/54,jade,Not Required
360,58,9B(3).,the duty of speaking the truth: Evidence Act 1977 s 9B(3). Failure to give the explanation renders improper the receipt of,https://jade.io/article/353262/section/8828,jade,Not Required
366,58,9D.,is not given on oath(or affirmation): Evidence Act 1977 s 9D. A finding that a child witness is not competent to,https://jade.io/article/353262/section/27428,jade,Not Required
371,58,93B,out of court representations by that child witness under s 93B of the Evidence Act 1977 (see R v SCJ; Ex,https://jade.io/article/353262/section/11240,jade,Not Required
375,58,9E,dealing with a child witness are set out in s 9E of the Evidence Act 1977. 2.7.3 Suggested Direction [Last reviewed:,https://jade.io/article/353262/section/54446,jade,Not Required
385,59,21(1),may be a ‘special witness’ is set out in s 21(1) of the Evidence Act 1977. The definition was inserted into,https://jade.io/article/353262/section/1886,jade,Not Required
388,59,Criminal Justice Legislation (Sexual Violence and Other Matters),"Act 1977. The definition was inserted into s 21(1)by the Criminal Justice Legislation (Sexual Violence and Other Matters) Amendment Act 2024(Qld), replacing the definition previously contained in s",https://jade.io/article/1115844,jade,Not Required
402,61,[49];,"of law(see R v Bisht (2013)234 A Crim R 309, [49]; [2013]QCA 238, [49]; R v Little (2013)231 A Crim R",https://jade.io/article/301033/section/1625,jade,Not Required
419,67,Criminal Law (Coercive Control and Affirmative Consent) and Other,[Last reviewed: February 2026] Section 103ZE was inserted by the Criminal Law (Coercive Control and Affirmative Consent) and Other Legislation Amendment Act 2024 (Qld). The provision replaces the repealed,https://jade.io/article/1067156,jade,Not Required
423,67,5,Amendment Act 2024 (Qld). The provision replaces the repealed s 5 of the Criminal Law (Sexual Offences) Act 1978(Qld). There is,https://jade.io/article/422536/section/165,jade,Not Required
424,67,Criminal Law,(Qld). The provision replaces the repealed s 5 of the Criminal Law (Sexual Offences) Act 1978(Qld). There is considerable potential for overlap,https://jade.io/article/422536,jade,Not Required
455,71,"[116],","HCA 55; R v BEC (2023)16 QR 1; [2023]QCA 154, [116], [137]-[138]). The transcript of the recording, (as edited and played",https://jade.io/article/1040243/section/1007,jade,Not Required
456,71,[137]-[138]).,"55; R v BEC (2023)16 QR 1; [2023]QCA 154, [116], [137]-[138]). The transcript of the recording, (as edited and played to",https://jade.io/article/1040243/section/3813,jade,Not Required
461,71,[103],"the jury room(R v BEC (2023)16 QR 1; [2023]QCA 154, [103] and [113]; R v HCS [2024]QCA 193, citing R v",https://jade.io/article/1040243/section/140961,jade,Not Required
462,71,[113];,"room(R v BEC (2023)16 QR 1; [2023]QCA 154, [103] and [113]; R v HCS [2024]QCA 193, citing R v Nijamuddin [2012]QCA",https://jade.io/article/1040243/section/3504,jade,Not Required
463,71,"[2024]QCA 193,","QR 1; [2023]QCA 154, [103] and [113]; R v HCS [2024]QCA 193, citing R v Nijamuddin [2012]QCA 124). If the jury seek",https://jade.io/article/1104516,jade,Not Required
472,71,"[2],","circumstances of the case. (R v PBO [2024]QCA 238 at [2], [4] and [13] (per Bowskill CJ), and[76]-[82],[86]-[87]and[89] (per Doyle AJA),",https://jade.io/article/1109080/section/140704,jade,Not Required
473,71,[4],"of the case. (R v PBO [2024]QCA 238 at [2], [4] and [13] (per Bowskill CJ), and[76]-[82],[86]-[87]and[89] (per Doyle AJA), referring",https://jade.io/article/1109080/section/140342,jade,Not Required
474,71,[13],"case. (R v PBO [2024]QCA 238 at [2], [4] and [13] (per Bowskill CJ), and[76]-[82],[86]-[87]and[89] (per Doyle AJA), referring to Gately",https://jade.io/article/1109080/section/140536,jade,Not Required
477,71,"[74]-[75],","Queen (2007)232 CLR 208, R v Enright [2023]QCA 89 at [74]-[75], R v LAK [2018]QCA 30 at [35], and other earlier",https://jade.io/article/998940/section/140830,jade,Not Required
482,71,[36],reached its end(see R v SDL [2022] QCA 207 at [36] referring to R v Storey [2021]QCA 265). See further the,https://jade.io/article/951227/section/1155,jade,Not Required
488,74,"[139]-[140],","received in that way. In R v Lovell [2016]QCA 151, [139]-[140], the Court held that where a direction in accordance with",https://jade.io/article/480269/section/4695,jade,Not Required
489,74,21AW(2),Court held that where a direction in accordance with s 21AW(2) of the Evidence Act 1977 was given in relation to,https://jade.io/article/353262/section/30639,jade,Not Required
496,74,[56]-[58]).,"direction is required (see R v Flynn [2010] QCA 254, [56]-[58]). Any direction ought to assist the jury to, and not",https://jade.io/article/207318/section/6542,jade,Not Required
500,74,[27]).,"in the case(see for example R v HBN [2016]QCA 341, [27]). Section 99 of the Evidence Act 1977 permits the judge",https://jade.io/article/509456/section/140176,jade,Not Required
503,75,[147]).,"(see R v BEC (2023)16 QR 1, in particular at [147]). Although tendered as an exhibit, it will usually be inappropriate",https://jade.io/article/1040243/section/1896,jade,Not Required
507,75,[95];,"Qd R 283; Gately v The Queen (2007)232 CLR 208, [95]; [2007]HCA 55; R v BEC (2023)16 QR 1). While there",https://jade.io/article/18380/section/140746,jade,Not Required
512,75,"[135],[141]-[147]).","consideration(see R v BEC (2023)16 QR 1, in particular at [135],[141]-[147]). If the statement admitted pursuant to s 93A is permitted",https://jade.io/article/1040243/section/1309,jade,Not Required
514,75,"[59]-[62],","by the defence(see for example R v AGJ [2024]QCA 124, [59]-[62], [140]). If any part of the video-recorded evidence of a",https://jade.io/article/1080670/section/10207,jade,Not Required
515,75,[140]).,"the defence(see for example R v AGJ [2024]QCA 124, [59]-[62], [140]). If any part of the video-recorded evidence of a witness",https://jade.io/article/1080670/section/2460,jade,Not Required
522,75,[107]).,"cross-examination of the witness (see R v CCW [2022]QCA 183, [107]). A trial judge ought to warn the jury of: •",https://jade.io/article/947382/section/1171,jade,Not Required
527,75,"[76]-[82],","v PBO [2024]QCA 238, [2], [4], [13] (Bowskill CJ) and [76]-[82], [86]-[87], [89] (Doyle J), referring to Gately v The Queen",https://jade.io/article/1109080/section/15118,jade,Not Required
530,75,"[86]-[87],","PBO [2024]QCA 238, [2], [4], [13] (Bowskill CJ) and [76]-[82], [86]-[87], [89] (Doyle J), referring to Gately v The Queen (2007)232",https://jade.io/article/1109080/section/2001,jade,Not Required
531,75,[89],"[2024]QCA 238, [2], [4], [13] (Bowskill CJ) and [76]-[82], [86]-[87], [89] (Doyle J), referring to Gately v The Queen (2007)232 CLR",https://jade.io/article/1109080/section/1023,jade,Not Required
543,76,102,"assessing the reliability of the evidence, as contemplated by s 102 Evidence Act 1977). (It may be necessary to direct the",https://jade.io/article/353262/section/139,jade,Not Required
545,76,103ZE,playing of the recorded evidence of the complainant (see s 103ZE EvidenceAct1977 and Chapter 2.10 Complainants in Sexual Offence Matters: s,https://jade.io/article/353262/section/79594,jade,Not Required
554,77,"21AAA,","2 During the Trial Act 1977 ss 21AAA, 21AU, 21AW. See further Chapter 2.11 Evidence of Affected Children",https://jade.io/article/353262/section/189599,jade,Not Required
555,77,"21AU,","2 During the Trial Act 1977 ss 21AAA, 21AU, 21AW. See further Chapter 2.11 Evidence of Affected Children and",https://jade.io/article/353262/section/311658,jade,Not Required
556,77,21AW.,"2 During the Trial Act 1977 ss 21AAA, 21AU, 21AW. See further Chapter 2.11 Evidence of Affected Children and Chapter",https://jade.io/article/353262/section/20081,jade,Not Required
562,78,"[76],","fairness of the trial. In R v PBO [2024]QCA 238, [76], (Doyle AJA)(Bowskill CJ agreeing)acknowledged ‘the risk that evidence that is",https://jade.io/article/1109080/section/841,jade,Not Required
564,78,[79]-[82]).,"necessary to ensure fairness and balance(R v PBO [2024]QCA 238, [79]-[82]). This may involve reminding the jury of, or replaying, other",https://jade.io/article/1109080/section/3496,jade,Not Required
573,78,[77].,"circumstances of each case(R v PBO [2024]QCA 238, [13] and [77]. Queensland Supreme and District Courts Criminal Directions Benchbook (2026 Edition)",https://jade.io/article/1109080/section/141,jade,Not Required
577,80,4C,"witness with communication difficulties. The insertion of pt 2, div 4C to the Evidence Act 1977 provides the framework in which",https://jade.io/article/353262/section/167810,jade,Not Required
579,80,21AZL,court’s power to appoint an intermediary is found in s 21AZL of the Evidence Act 1977. An intermediary may be appointed,https://jade.io/article/353262/section/1137401,jade,Not Required
581,82,21A(8),The failure to comply with similar mandated requirements at s 21A(8) of the Evidence Act 1977 resulted in an error of,https://jade.io/article/353262/section/20106,jade,Not Required
586,82,[24].,"Bisht [2013]QCA 238, [49] and R v Little [2013]QCA 223, [24]. Queensland Supreme and District Courts Criminal Directions Benchbook (2026 Edition)",https://jade.io/article/300535/section/140603,jade,Not Required
595,84,17,"by the party who called the witness. In addition, s 17 of the Evidence Act 1977 enables the party calling the",https://jade.io/article/353262/section/54,jade,Not Required
599,84,3,inconsistent statement by the witness. ‘Statement’ is defined in sch 3 of the Evidence Act 1977 as including ‘any representation of,https://jade.io/article/353262/section/10,jade,Not Required
605,84,448;,"a voir dire(see R v Hadlow [1992]2 Qd R 440, 448; see also R v Le [2009]QCA 343), but the more",https://jade.io/citation/449815/section/140054,jade,Not Required
608,85,103;,"‘for the advancement of justice’ (R v Hayden [1959]VR 102, 103; R v Lawrie [1986]2 Qd R 502, 514; R v",https://jade.io/article/538235/section/140669,jade,Not Required
611,85,514;,"[1959]VR 102, 103; R v Lawrie [1986]2 Qd R 502, 514; R v Hadlow [1992]2 Qd R 440, 448). Mere forgetfulness,",https://jade.io/citation/420381/section/140267,jade,Not Required
615,85,104;,"but not necessarily conclusive (McLellan v Bowyer (1961)106 CLR 95, 104; [1961]HCA 49). • If the declaration of hostility is made,",https://jade.io/article/65562/section/140631,jade,Not Required
619,85,513).,"the different exercises involved(R v Lawrie [1986]2 Qd R 502, 513). • Leave may be granted to cross-examine the witness at",https://jade.io/citation/420381/section/140967,jade,Not Required
620,85,18,proving it. It is unnecessary to have recourse to s 18 of the Evidence Act 1977 for proof of an inconsistent,https://jade.io/article/353262/section/72,jade,Not Required
624,85,[29]).,"been given under s 17 (R v Baira [2009]QCA 332, [29]). (If its content has already been put clearly before the",https://jade.io/article/119246/section/140712,jade,Not Required
626,85,[32]).,"entirety of any document containing it(R v Baira [2009]QCA 332, [32]). Section 101 of the Evidence Act 1977 makes the prior",https://jade.io/article/119246/section/260,jade,Not Required
628,85,101,"any document containing it(R v Baira [2009]QCA 332, [32]). Section 101 of the Evidence Act 1977 makes the prior statement thus",https://jade.io/article/353262/section/921,jade,Not Required
639,95,188;,"(Butera v Director of Public Prosecutions (Vic) (1987)164 CLR 180, 188; [1987]HCA 58; R v Beames (1979)1 A Crim R 239;",https://jade.io/article/67394/section/140193,jade,Not Required
644,95,349-352;,"A Crim R 239; R v Solomon (2005)92 SASR 331, 349-352; [2005]SASC 265). It is often beneficial to identify early in",https://jade.io/article/178496/section/23934,jade,Not Required
