link_id,page_no,link_text,surrounding_text,link_destination,link_domain
98,17,"[1986]2 Qd R 209,","not to adduce rebuttal evidence. See Kern v The Queen [1986]2 Qd R 209, 211-212; R v Chin (1985)157 CLR 671; [1985]HCA 35; R",https://www.queenslandjudgments.com.au/case/id/506462,queenslandjudgments
117,20,"[1994]1 Qd R 613,","judge’s ruling in a closing address. In R v Lewis [1994]1 Qd R 613, 627; [1992]QCA 223, Macrossan CJ said: ‘Counsel should not suggest",https://www.queenslandjudgments.com.au/citation/1994-1-Qd-R-613,queenslandjudgments
124,21,"[1962]Qd R 214,","a criminal trial (See Gibbs J in R v Hally [1962]Qd R 214, 217). However, as noted in R v Miller [2007]QCA 373,",https://www.queenslandjudgments.com.au/case/id/504771,queenslandjudgments
126,21,"[2007]QCA 373,","R 214, 217). However, as noted in R v Miller [2007]QCA 373, [3], a trial judge has power to adjourn a criminal",https://www.queenslandjudgments.com.au/caselaw/qca/2007/373,queenslandjudgments
136,22,[2005]1 Qd R 408,"of the procedures to be followed, see R v Roberts [2005]1 Qd R 408 and R v PAR [2015]1 Qd R 15. Disclosure of",https://www.queenslandjudgments.com.au/case/id/508913,queenslandjudgments
137,22,[2015]1 Qd R 15.,v Roberts [2005]1 Qd R 408 and R v PAR [2015]1 Qd R 15. Disclosure of the jury’s interim votes or voting pattern is,https://www.queenslandjudgments.com.au/case/id/507662,queenslandjudgments
147,22,[2007]1 Qd R 25;,trial by a jury of 12 persons (R v Hutchings [2007]1 Qd R 25; R v Shaw [2007] QCA 231). It is plainly desirable,https://www.queenslandjudgments.com.au/case/id/500638,queenslandjudgments
148,22,[2007],(R v Hutchings [2007]1 Qd R 25; R v Shaw [2007] QCA 231). It is plainly desirable that a judge exercising,https://www.queenslandjudgments.com.au/caselaw/qca/2007/231/pdf,queenslandjudgments
149,22,QCA 231).,v Hutchings [2007]1 Qd R 25; R v Shaw [2007] QCA 231). It is plainly desirable that a judge exercising the powers,https://www.queenslandjudgments.com.au/caselaw/qca/2007/231/pdf,queenslandjudgments
153,22,[2007]1 Qd R 25;,the nature of the charge. See also R v Hutchings [2007]1 Qd R 25; R v Shaw [2007] QCA 231; and R v Walters,https://www.queenslandjudgments.com.au/case/id/500638,queenslandjudgments
154,22,[2007],R v Hutchings [2007]1 Qd R 25; R v Shaw [2007] QCA 231; and R v Walters [2007]QCA 140. Replacing Discharged,https://www.queenslandjudgments.com.au/caselaw/qca/2007/231/pdf,queenslandjudgments
155,22,QCA 231;,v Hutchings [2007]1 Qd R 25; R v Shaw [2007] QCA 231; and R v Walters [2007]QCA 140. Replacing Discharged Juror with,https://www.queenslandjudgments.com.au/caselaw/qca/2007/231/pdf,queenslandjudgments
156,22,[2007]QCA 140.,R v Shaw [2007] QCA 231; and R v Walters [2007]QCA 140. Replacing Discharged Juror with Reserve Juror If a juror has,https://www.queenslandjudgments.com.au/case-download/id/61959,queenslandjudgments
160,23,"[2007]QCA 142,","for the purposes of the record. In R v Lorraway [2007]QCA 142, the Court of Appeal stated that trial judges who receive",https://www.queenslandjudgments.com.au/case-download/id/61907,queenslandjudgments
163,23,"[2008]QCA 299,","(See R v Beattie (2008) 188 A Crim R 542; [2008]QCA 299, [31]). Where a juror’s note raises an issue or issues",https://www.queenslandjudgments.com.au/caselaw/qca/2008/299,queenslandjudgments
167,23,[2010]QCA 222).,on the particular topic of concern (See R v Kashani-Malaki [2010]QCA 222). An individual juror may ask a question of the judge,https://www.queenslandjudgments.com.au/case-download/id/70562,queenslandjudgments
171,24,[2007]QCA,deliberations should be suspended until that juror returns(R v Walters [2007]QCA 140). Verdict The amendments to the Jury Act 1995 make,https://www.queenslandjudgments.com.au/case-download/id/61959,queenslandjudgments
172,24,140).,should be suspended until that juror returns(R v Walters [2007]QCA 140). Verdict The amendments to the Jury Act 1995 make provision,https://www.queenslandjudgments.com.au/case-download/id/61959,queenslandjudgments
175,25,"[2001]1 Qd R 212,","potential to seem to prejudge the punishment(Cf R v Williams [2001]1 Qd R 212, 218). The associate calls upon the defendant by saying: See",https://www.queenslandjudgments.com.au/case/id/511736,queenslandjudgments
188,27,[1997]2 Qd R 436).,defence counsel wishes to deliver such a statement(R v Nona [1997]2 Qd R 436). Opening Remarks In R v Oulds (2014)244 A Crim R,https://www.queenslandjudgments.com.au/case/id/507020,queenslandjudgments
200,28,[2017]1 Qd R 497,"have been answered as fully as possible (R v JX [2017]1 Qd R 497 (McMurdo P at 507[33], North J agreeing)). Morrison JA took",https://www.queenslandjudgments.com.au/citation/2017-1-Qd-R-497,queenslandjudgments
203,28,"(2023)14 QR 295,","Morrison JA agreeing)). Note, however, that in R v Ngakyunkwokka (2023)14 QR 295, 320 [88], 321-322 [93]-[96] the Court considered some interstate authorities,",https://www.queenslandjudgments.com.au/citation/2023-14-QR-295,queenslandjudgments
225,39,[2007]2 Qd R 462).,of evidence to consider when they deliberate (R v Tichowitsch [2007]2 Qd R 462). While the decision to provide the jury with a transcript,https://www.queenslandjudgments.com.au/case/id/505771,queenslandjudgments
226,39,"[2007]2 Qd R 462,","ensuring that the accused receives a fair trial’(R v Tichowitsch [2007]2 Qd R 462, 469 [9]). Relevant considerations will include the following: It is",https://www.queenslandjudgments.com.au/case/id/505771,queenslandjudgments
231,39,"[2016]2 Qd R 54,","of discussions that occurred in their absence (R v Martinez [2016]2 Qd R 54, 61 [15]-[16], 63 [29]-[30], 64-65 [41]-[42]). This may extend to",https://www.queenslandjudgments.com.au/case-download/id/512536,queenslandjudgments
238,39,"[2007]2 Qd R 462,","recorded in the transcript they have been given(R v Tichowitsch [2007]2 Qd R 462, 469 [11]; R v Taylor [2017] QCA 169, [16]. Cf",https://www.queenslandjudgments.com.au/case/id/505771,queenslandjudgments
253,39,[1999]2 Qd R 283;,such evidence would go into the jury room(R v H [1999]2 Qd R 283; Gately v The Queen (2007)232 CLR 208; [2007]HCA 55); R,https://www.queenslandjudgments.com.au/case/id/506695,queenslandjudgments
256,39,"(2023) 16 QR 1,","The Queen (2007)232 CLR 208; [2007]HCA 55); R v BEC (2023) 16 QR 1, 38 [114] ff). The rationale for Queensland Supreme and District",https://www.queenslandjudgments.com.au/case/id/513257,queenslandjudgments
261,40,"[2007]2 Qd R 462,","(Cf R v Peniamina [2018]QSC 283, [24]; R v Tichowitsch [2007]2 Qd R 462, 470 [16]). In cases where the evidence is substantial, care",https://www.queenslandjudgments.com.au/case/id/505771,queenslandjudgments
264,40,"[2007]2 Qd R 462,","taken to not ‘overwhelm’ the jury with material(R v Tichowitsch [2007]2 Qd R 462, 470 [14]. Cf R v OT [2017]QCA 257, [35]-[36]). The",https://www.queenslandjudgments.com.au/case/id/505771,queenslandjudgments
284,44,[1993]1 Qd R 521;,is required where a co-defendant is represented (R v Bellino [1993]1 Qd R 521; R v Bell [2004]QCA 219). Note that an accused cannot,https://www.queenslandjudgments.com.au/case/id/511137,queenslandjudgments
287,44,[1993]1 Qd,address: Criminal Code s 619 (see also R v Bellino [1993]1 Qd R 521; R v Wilkie [1997]QCA 337). Queensland Supreme and,https://www.queenslandjudgments.com.au/case/id/511137,queenslandjudgments
288,44,R 521;,Code s 619 (see also R v Bellino [1993]1 Qd R 521; R v Wilkie [1997]QCA 337). Queensland Supreme and District Courts,https://www.queenslandjudgments.com.au/case/id/511137,queenslandjudgments
289,44,[1997]QCA 337).,R v Bellino [1993]1 Qd R 521; R v Wilkie [1997]QCA 337). Queensland Supreme and District Courts Criminal Directions Benchbook (2026 Edition),https://www.queenslandjudgments.com.au/caselaw/qca/1997/337,queenslandjudgments
319,53,"Walton [1992] 2 Qd R 551,","157). This rule appears unsatisfactory. It was criticised in Re Walton [1992] 2 Qd R 551, 557-558, where it was pointed out that in R v",https://www.queenslandjudgments.com.au/case/id/511027,queenslandjudgments
349,56,[2003]QCA 151).,evidence in R v D (2003)141 A Crim R 471; [2003]QCA 151). Queensland Supreme and District Courts Criminal Directions Benchbook (2026 Edition),https://www.queenslandjudgments.com.au/caselaw/qca/2003/151,queenslandjudgments
350,57,[2010]1 Qd R 546).,with belief in God or divine sanctions (R v BBR [2010]1 Qd R 546). It derives from the test in R v Hayes [1977]1,https://www.queenslandjudgments.com.au/case/id/506657,queenslandjudgments
352,57,[2010]1,to give sworn evidence under s 9B (R v BBR [2010]1 Qd R 546; R v MBT [2012]QCA 343). The court,https://www.queenslandjudgments.com.au/case/id/506657,queenslandjudgments
353,57,Qd R 546;,give sworn evidence under s 9B (R v BBR [2010]1 Qd R 546; R v MBT [2012]QCA 343). The court forms its opinion,https://www.queenslandjudgments.com.au/case/id/506657,queenslandjudgments
361,58,[2010]1 Qd R 546;,"the evidence which follows, vitiating the trial (R v BBR [2010]1 Qd R 546; R v MBT [2012]QCA 343). See also R v Chalmers",https://www.queenslandjudgments.com.au/case/id/506657,queenslandjudgments
363,58,"[2013]2 Qd R 175,","R v MBT [2012]QCA 343). See also R v Chalmers [2013]2 Qd R 175, where the trial judge raised the issue as to the",https://www.queenslandjudgments.com.au/case/id/500364,queenslandjudgments
438,70,"Hellwig [2007] 1 Qd R 17,","exclusion of non-essential persons from the courtroom. In R v Hellwig [2007] 1 Qd R 17, the Court of Appeal noted the importance of the directions",https://www.queenslandjudgments.com.au/case/id/506860,queenslandjudgments
444,70,[2008]QCA,[2006]QCA 80; R v MBE (2008)191 A Crim R 264; [2008]QCA 381; R v Horvarth [2013]QCA 196). The jury may also,https://www.queenslandjudgments.com.au/caselaw/qca/2008/381,queenslandjudgments
445,70,381;,80; R v MBE (2008)191 A Crim R 264; [2008]QCA 381; R v Horvarth [2013]QCA 196). The jury may also need,https://www.queenslandjudgments.com.au/caselaw/qca/2008/381,queenslandjudgments
453,71,(2023)16 QR 1;,"Queen (2007)232 CLR 208; [2007] HCA 55; R v BEC (2023)16 QR 1; [2023]QCA 154, [116], [137]-[138]). The transcript of the recording, (as",https://www.queenslandjudgments.com.au/citation/2023-16-QR-1,queenslandjudgments
454,71,"[2023]QCA 154,","208; [2007] HCA 55; R v BEC (2023)16 QR 1; [2023]QCA 154, [116], [137]-[138]). The transcript of the recording, (as edited and",https://www.queenslandjudgments.com.au/caselaw/qca/2023/154,queenslandjudgments
459,71,(2023)16 QR 1;,"do not usually go into the jury room(R v BEC (2023)16 QR 1; [2023]QCA 154, [103] and [113]; R v HCS [2024]QCA 193,",https://www.queenslandjudgments.com.au/citation/2023-16-QR-1,queenslandjudgments
460,71,"[2023]QCA 154,","go into the jury room(R v BEC (2023)16 QR 1; [2023]QCA 154, [103] and [113]; R v HCS [2024]QCA 193, citing R",https://www.queenslandjudgments.com.au/caselaw/qca/2023/154,queenslandjudgments
468,71,[2007]QCA,[2007]HCA 55; R v TQ (2007)173 A Crim R 385; [2007]QCA 255; R v PBO [2024]QCA 238). Where pre-recorded evidence is,https://www.queenslandjudgments.com.au/caselaw/qca/2007/255,queenslandjudgments
469,71,255;,55; R v TQ (2007)173 A Crim R 385; [2007]QCA 255; R v PBO [2024]QCA 238). Where pre-recorded evidence is replayed,https://www.queenslandjudgments.com.au/caselaw/qca/2007/255,queenslandjudgments
480,71,[2022],until the process has reached its end(see R v SDL [2022] QCA 207 at [36] referring to R v Storey [2021]QCA,https://www.queenslandjudgments.com.au/caselaw/qca/2022/207/pdf,queenslandjudgments
481,71,QCA 207,the process has reached its end(see R v SDL [2022] QCA 207 at [36] referring to R v Storey [2021]QCA 265). See,https://www.queenslandjudgments.com.au/caselaw/qca/2022/207/pdf,queenslandjudgments
483,71,[2021]QCA 265).,[2022] QCA 207 at [36] referring to R v Storey [2021]QCA 265). See further the commentary in Chapter 2.12 Child Witnesses 93A,https://www.queenslandjudgments.com.au/caselaw/qca/2021/265/pdf,queenslandjudgments
487,74,"[2016]QCA 151,","has been received in that way. In R v Lovell [2016]QCA 151, [139]-[140], the Court held that where a direction in accordance",https://www.queenslandjudgments.com.au/caselaw/qca/2016/151,queenslandjudgments
494,74,[2010],"particular form of direction is required (see R v Flynn [2010] QCA 254, [56]-[58]). Any direction ought to assist the jury",https://www.queenslandjudgments.com.au/caselaw/qca/2010/254/pdf,queenslandjudgments
495,74,"QCA 254,","form of direction is required (see R v Flynn [2010] QCA 254, [56]-[58]). Any direction ought to assist the jury to, and",https://www.queenslandjudgments.com.au/caselaw/qca/2010/254/pdf,queenslandjudgments
499,74,"[2016]QCA 341,","real issues in the case(see for example R v HBN [2016]QCA 341, [27]). Section 99 of the Evidence Act 1977 permits the",https://www.queenslandjudgments.com.au/caselaw/qca/2016/341/pdf,queenslandjudgments
502,75,"(2023)16 QR 1,","judicially having regard to relevant considerations (see R v BEC (2023)16 QR 1, in particular at [147]). Although tendered as an exhibit, it",https://www.queenslandjudgments.com.au/citation/2023-16-QR-1,queenslandjudgments
504,75,[1999]2 Qd R,"to it as against other evidence (see R v H [1999]2 Qd R 283; Gately v The Queen (2007)232 CLR 208, [95]; [2007]HCA",https://www.queenslandjudgments.com.au/case/id/506695,queenslandjudgments
505,75,283;,"against other evidence (see R v H [1999]2 Qd R 283; Gately v The Queen (2007)232 CLR 208, [95]; [2007]HCA 55;",https://www.queenslandjudgments.com.au/case/id/506695,queenslandjudgments
509,75,(2023)16 QR 1).,"Queen (2007)232 CLR 208, [95]; [2007]HCA 55; R v BEC (2023)16 QR 1). While there are points of difference in the consideration of",https://www.queenslandjudgments.com.au/citation/2023-16-QR-1,queenslandjudgments
510,75,(2023)16 QR,"their deliberations, similar risks arise for consideration(see R v BEC (2023)16 QR 1, in particular at [135],[141]-[147]). If the statement admitted pursuant",https://www.queenslandjudgments.com.au/citation/2023-16-QR-1,queenslandjudgments
511,75,"1,","similar risks arise for consideration(see R v BEC (2023)16 QR 1, in particular at [135],[141]-[147]). If the statement admitted pursuant to",https://www.queenslandjudgments.com.au/citation/2023-16-QR-1,queenslandjudgments
513,75,"[2024]QCA 124,","subject evidence by the defence(see for example R v AGJ [2024]QCA 124, [59]-[62], [140]). If any part of the video-recorded evidence of",https://www.queenslandjudgments.com.au/caselaw/qca/2024/124/pdf,queenslandjudgments
519,75,[2007]QCA 255;,[2007]HCA 55; R v TQ (2007)173 A Crim R 385; [2007]QCA 255; R v PBO [2024]QCA 238). Where the jury ask to,https://www.queenslandjudgments.com.au/caselaw/qca/2007/255,queenslandjudgments
521,75,"[2022]QCA 183,","rewatch the cross-examination of the witness (see R v CCW [2022]QCA 183, [107]). A trial judge ought to warn the jury of:",https://www.queenslandjudgments.com.au/caselaw/qca/2022/183/pdf,queenslandjudgments
539,76,[2022],"until the process has reached its end(see R v SDL [2022] QCA 207, [36], referring to R v Storey [2021]QCA 265).",https://www.queenslandjudgments.com.au/caselaw/qca/2022/207/pdf,queenslandjudgments
540,76,"QCA 207,","the process has reached its end(see R v SDL [2022] QCA 207, [36], referring to R v Storey [2021]QCA 265). See further",https://www.queenslandjudgments.com.au/caselaw/qca/2022/207/pdf,queenslandjudgments
542,76,[2021]QCA 265).,"SDL [2022] QCA 207, [36], referring to R v Storey [2021]QCA 265). See further Chapter 2.13 Directions when the Recorded Evidence of",https://www.queenslandjudgments.com.au/caselaw/qca/2021/265/pdf,queenslandjudgments
557,78,[1999]2 Qd R 283;,"Chapter 2.21 Tape Recording, Transcripts and Exhibits; R v H [1999]2 Qd R 283; R v BEC (2023)16 QR 1, [114]). When acceding to",https://www.queenslandjudgments.com.au/case/id/506695,queenslandjudgments
558,78,(2023)16 QR,"R v H [1999]2 Qd R 283; R v BEC (2023)16 QR 1, [114]). When acceding to a jury’s request to be",https://www.queenslandjudgments.com.au/citation/2023-16-QR-1,queenslandjudgments
559,78,"1,","H [1999]2 Qd R 283; R v BEC (2023)16 QR 1, [114]). When acceding to a jury’s request to be reminded",https://www.queenslandjudgments.com.au/citation/2023-16-QR-1,queenslandjudgments
604,84,"[1992]2 Qd R 440,","without any inquiry on a voir dire(see R v Hadlow [1992]2 Qd R 440, 448; see also R v Le [2009]QCA 343), but the",https://www.queenslandjudgments.com.au/case/id/509981,queenslandjudgments
606,84,"[2009]QCA 343),","[1992]2 Qd R 440, 448; see also R v Le [2009]QCA 343), but the more usual course of events is as follows:",https://www.queenslandjudgments.com.au/caselaw/qca/2009/343,queenslandjudgments
609,85,[1986]2,"justice’ (R v Hayden [1959]VR 102, 103; R v Lawrie [1986]2 Qd R 502, 514; R v Hadlow [1992]2 Qd R",https://www.queenslandjudgments.com.au/case/id/505428,queenslandjudgments
610,85,"Qd R 502,","(R v Hayden [1959]VR 102, 103; R v Lawrie [1986]2 Qd R 502, 514; R v Hadlow [1992]2 Qd R 440, 448). Mere",https://www.queenslandjudgments.com.au/case/id/505428,queenslandjudgments
612,85,"[1992]2 Qd R 440,","v Lawrie [1986]2 Qd R 502, 514; R v Hadlow [1992]2 Qd R 440, 448). Mere forgetfulness, lack of enthusiasm for the role of",https://www.queenslandjudgments.com.au/case/id/509981,queenslandjudgments
617,85,[1986]2 Qd R,"so as to reflect the different exercises involved(R v Lawrie [1986]2 Qd R 502, 513). • Leave may be granted to cross-examine the",https://www.queenslandjudgments.com.au/case/id/505428,queenslandjudgments
618,85,"502,","reflect the different exercises involved(R v Lawrie [1986]2 Qd R 502, 513). • Leave may be granted to cross-examine the witness",https://www.queenslandjudgments.com.au/case/id/505428,queenslandjudgments
636,90,"[2018]QCA 317,","full benefit of the earlier acquittal. In R v FAR [2018]QCA 317, the Court of Appeal applied the principle of affording the",https://www.queenslandjudgments.com.au/caselaw/qca/2018/317,queenslandjudgments
637,90,"[2024]QCA 156,","in Chapter 4.20 Prior Inconsistent Statements. In R v HMA [2024]QCA 156, the Court found that evidence of the verdict of the",https://www.queenslandjudgments.com.au/caselaw/qca/2024/156/pdf-view,queenslandjudgments
655,96,"[1992]1 Qd R 214,","2 During the Trial In R v Watts [1992]1 Qd R 214, a case where the tape recordings were long(5 hours)and indistinct,",https://www.queenslandjudgments.com.au/case-download/id/500691,queenslandjudgments
657,96,[2007]QCA 209;,room. In R v Lake (2007)174 A Crim R 491; [2007]QCA 209; the Court of Appeal ruled that there were sound practical,https://www.queenslandjudgments.com.au/caselaw/qca/2007/209/pdf-view,queenslandjudgments
659,96,"[2007]QCA 259,","repeatedly. In R v Le (2007)173 A Crim R 450; [2007]QCA 259, the Court of Appeal considered the decision to accede to",https://www.queenslandjudgments.com.au/caselaw/qca/2007/259,queenslandjudgments
667,96,[1999]2 Qd R 283;,"evidence will not go into the jury room(R v H [1999]2 Qd R 283; R v BEC [2023]QCA 154, [114] ff). Whether or not",https://www.queenslandjudgments.com.au/case-download/id/506695,queenslandjudgments
668,96,"[2023]QCA 154,","room(R v H [1999]2 Qd R 283; R v BEC [2023]QCA 154, [114] ff). Whether or not the jury are to have",https://www.queenslandjudgments.com.au/caselaw/qca/2023/154/pdf,queenslandjudgments
714,99,[2020]QCA 64.,"compromised the fairness of the trial, see R v TAN [2020]QCA 64. Under the Criminal Practice Rules 1999, if the court is",https://www.queenslandjudgments.com.au/caselaw/qca/2020/64,queenslandjudgments
780,111,"[2011]2 Qd R 435,","defendant is entitled to be present (see R v Crossman [2011]2 Qd R 435, 446). The defendant might be able to point out something",https://www.queenslandjudgments.com.au/case/id/507234,queenslandjudgments
804,112,"[2018]QCA 272,","Queen (1981)147 CLR 221; [1981]HCA 19). In R v Koani [2018]QCA 272, the deceased had been killed with a fatal shot at",https://www.queenslandjudgments.com.au/caselaw/qca/2018/272,queenslandjudgments
883,131,[2014]1 Qd R,"lesser offences open on the evidence, see R v MBX [2014]1 Qd R 438; R v Chan [2001]2 Qd R 662; Gilbert v",https://www.queenslandjudgments.com.au/case/id/510223,queenslandjudgments
884,131,438;,"on the evidence, see R v MBX [2014]1 Qd R 438; R v Chan [2001]2 Qd R 662; Gilbert v The",https://www.queenslandjudgments.com.au/case/id/510223,queenslandjudgments
885,131,[2001]2 Qd R 662;,R v MBX [2014]1 Qd R 438; R v Chan [2001]2 Qd R 662; Gilbert v The Queen (2000)201 CLR 414; [2000]HCA 15; R,https://www.queenslandjudgments.com.au/case/id/502917,queenslandjudgments
904,132,[2001]2 Qd R 442;,say which: Criminal Code s 568(9)(see also R v Williams [2001]2 Qd R 442; Gilson v The Queen (1991)172 CLR 353; [1991]HCA 24; R,https://www.queenslandjudgments.com.au/case/id/506288,queenslandjudgments
925,135,"[1999]1 Qd R 649,","responsibility ‘involve materially different issues or consequences’ (R v Leivers [1999]1 Qd R 649, 662). Thus, for example, in Leivers, the prosecution based its",https://www.queenslandjudgments.com.au/case/id/510607,queenslandjudgments
927,135,"[2023]QCA 210,","inculpatory and exculpatory pieces of evidence. In R v Spencer [2023]QCA 210, the Court of Appeal(Bowskill CJ, Morrison JA, and Crow J)",https://www.queenslandjudgments.com.au/caselaw/qca/2023/210,queenslandjudgments
928,136,"[2023]QCA 210,","or pathway by which that verdict is reached?’(R v Spencer [2023]QCA 210, [88]). The Court in Spencer referred to R v Koko",https://www.queenslandjudgments.com.au/caselaw/qca/2023/210,queenslandjudgments
930,136,"[2022]QCA 216,[24]where","[88]). The Court in Spencer referred to R v Koko [2022]QCA 216,[24]where two propositions were said to flow from the Victorian Court",https://www.queenslandjudgments.com.au/caselaw/qca/2022/216,queenslandjudgments
982,139,"[2013]QCA 29,","defence(R v Millar (No 2) (2013)227 A Crim R 556; [2013]QCA 29, [27]; R v Smith [2015]2 Qd R 452). Juror conduct",https://www.queenslandjudgments.com.au/caselaw/qca/2013/29,queenslandjudgments
984,139,[2015]2 Qd R 452).,"A Crim R 556; [2013]QCA 29, [27]; R v Smith [2015]2 Qd R 452). Juror conduct and discharge Where there is a complaint by",https://www.queenslandjudgments.com.au/case/id/512478,queenslandjudgments
986,140,[2005]1 Qd R 408;,a Black direction or take some other course(R v Roberts [2005]1 Qd R 408; R v Orgles (1993)98 Cr App R 185). In cases,https://www.queenslandjudgments.com.au/case/id/508913,queenslandjudgments
988,140,[2005]1 Qd R 408).,"a subsequent verdict is an impermissible majority verdict(R v Roberts [2005]1 Qd R 408). Furthermore, the power to discharge an individual juror pursuant to",https://www.queenslandjudgments.com.au/case/id/508913,queenslandjudgments
992,140,[2005]1,the circumstances clearly call for its exercise (R v Roberts [2005]1 Qd R 408; see Chapter 2.1 Trial Procedure). A juror’s,https://www.queenslandjudgments.com.au/case/id/508913,queenslandjudgments
993,140,Qd R 408;,circumstances clearly call for its exercise (R v Roberts [2005]1 Qd R 408; see Chapter 2.1 Trial Procedure). A juror’s refusal to discuss,https://www.queenslandjudgments.com.au/case/id/508913,queenslandjudgments
1007,142,(2021)9 QR 124.,see the ruling of Davis J in R v Peniamina (2021)9 QR 124. A ‘majority verdict’ is defined as a verdict: Queensland Supreme,https://www.queenslandjudgments.com.au/case/id/513033,queenslandjudgments
1008,143,"[2010]1 Qd R 354,","will constitute sufficient materials for their satisfaction (R v McClintock [2010]1 Qd R 354, 368 [48]). The trial judge ought to make a clear",https://www.queenslandjudgments.com.au/case/id/503287,queenslandjudgments
1029,144,[2010]1 Qd R 354,"verdict after further deliberation, Chesterman JA in R v McClintock [2010]1 Qd R 354 stated at [41] that: ‘the most certain way of ascertaining",https://www.queenslandjudgments.com.au/case/id/503287,queenslandjudgments
1043,144,[2013]QCA 29).,"R v Millar (No 2) (2013)227 A Crim R 556; [2013]QCA 29). Counsel should also be invited, in the absence of the",https://www.queenslandjudgments.com.au/caselaw/qca/2013/29,queenslandjudgments
1054,144,"[2013]QCA 29,","R v Millar (No 2) (2013)227 A Crim R 556; [2013]QCA 29, [27]). Information as to the jury’s interim votes and voting",https://www.queenslandjudgments.com.au/caselaw/qca/2013/29,queenslandjudgments
1062,144,[2013]QCA 29.,"R v Millar (No 2) (2013)227 A Crim R 556; [2013]QCA 29. Having given a Black direction, it may not be inappropriate",https://www.queenslandjudgments.com.au/caselaw/qca/2013/29,queenslandjudgments
1067,148,(2021)9 QR 124,majority verdict direction to the jury in R v Peniamina (2021)9 QR 124 is attached to the decision at [51]). 3.7.4 Appendix [Last,https://www.queenslandjudgments.com.au/case/id/513033,queenslandjudgments
1091,150,"[1994]2 Qd R 321,","v The Queen (1995)63 SASR 417; and R v Rezk [1994]2 Qd R 321, 330). 4.1.3 Suggested Direction [Last reviewed: February 2026] Queensland Supreme",https://www.queenslandjudgments.com.au/case/id/502794,queenslandjudgments
1093,152,"[2021]QCA 262,","4.2.2 Commentary [Last reviewed: February 2026] In R v Rose [2021]QCA 262, [49] the Court discussed the ‘Liberato’ direction(Liberato v The Queen",https://www.queenslandjudgments.com.au/caselaw/qca/2021/262,queenslandjudgments
1108,152,"[1994]1 Qd R 540,","v Calides (1983)34 SASR 355, 358 and R v G [1994]1 Qd R 540, 543. Queensland Supreme and District Courts Criminal Directions Benchbook (2026",https://www.queenslandjudgments.com.au/case/id/510776,queenslandjudgments
1130,157,[2019]3 Qd R 126;,"some aspect of the prosecution case’. In R v Doyle [2019]3 Qd R 126; [2018]QCA 303, the President explained at [20] and [21] that:",https://www.queenslandjudgments.com.au/case/id/512778,queenslandjudgments
1131,157,"[2018]QCA 303,","prosecution case’. In R v Doyle [2019]3 Qd R 126; [2018]QCA 303, the President explained at [20] and [21] that: ‘The problem",https://www.queenslandjudgments.com.au/caselaw/qca/2018/303,queenslandjudgments
1136,157,[2019]3 Qd R 126;,"accused’s failure to offer an explanation, see R v Doyle [2019]3 Qd R 126; [2018]QCA 303 at [10] in which the trial judge said,",https://www.queenslandjudgments.com.au/case/id/512778,queenslandjudgments
