link_id,page_no,link_text,surrounding_text,link_destination,link_domain,jade_link,match_score,potential_jade_link_text,potential_jade_link,link_text_match
2884,424,Section 245–Definition,Legislation [Last reviewed: October 2024] Criminal Code Section 340–Serious assaults Section 245–Definition of assault Section 246–Assaults unlawful 10.3.2 Commentary [Last reviewed: October, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.26087,"Penalties and Sentences Act 1992,", https://jade.io/article/352736 ,No Match
3177,493,Section 745,of engage in penile intercourse Section 229–Knowledge of age immaterial Section 745 – Application of former s 215 Section 756 – Offences, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.26087,161Q, https://jade.io/article/352736/section/443071 ,No Match
2125,282,Section 103Y–No,subdivision 2 to trial by judge or magistrate sitting alone Section 103Y–No limit of court’s duty to direct jury Section 103Z–Content of, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1977-047 ,qld,,0.262443,1977, https://jade.io/article/353262 ,No Match
3451,585,Section 1–Definition,Criminal Code Section 217–Procuring young person etc. for penile intercourse Section 1–Definition of person with an impairment of the mind Section 6–Meaning, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.26383,1, https://jade.io/article/352736/section/230223 ,No Match
3434,581,Section 225–Repealed.,Section 1–Definitions Section 210 –Indecent treatment of children under 16 Section 225–Repealed. Section 229–Knowledge of age immaterial Section 636–Evidence of blood relationship, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.264706,Penalties and Sentences Act, https://jade.io/article/352736 ,No Match
1846,257,Section 103ZV–Direction,"Section 103ZU–Direction on lack of physical injury, violence or threats Section 103ZV–Direction on responses to giving evidence Section 103ZW–Direction on behaviour and", https://www.legislation.qld.gov.au/view/html/inforce/current/act-1977-047 ,qld,,0.26506,161, https://jade.io/article/353262/section/1781 ,No Match
3206,504,Section 207A–Definitions,reviewed: October 2024] Criminal Code Section 228B–Making child exploitation material. Section 207A–Definitions for Chapter 22. Section 228E–Defences for ss 228A-228DC Section 228F–Excluding, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.265233,Penalties and, https://jade.io/article/352736 ,No Match
2883,424,Section 340–Serious,s 340(1)(b) 10.3.1 Legislation [Last reviewed: October 2024] Criminal Code Section 340–Serious assaults Section 245–Definition of assault Section 246–Assaults unlawful 10.3.2 Commentary, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.265306,"Penalties and Sentences Act 1992,", https://jade.io/article/352736 ,No Match
1843,257,Section 103ZS–Direction,103ZQ–When directions under subdivisions 3 and 4 must be given Section 103ZS–Direction about circumstances in which non-consensual sexual activity occurs Section 103ZT–Direction, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1977-047 ,qld,,0.265625,Evidence Act, https://jade.io/article/353262 ,No Match
2944,438,Section 320A,s 320A 10.6.1 Legislation [Last reviewed: October 2025] Criminal Code Section 320A –Torture 10.6.2 Commentary [Last reviewed: October 2025] The defendant must, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.265625,Penalties and Sentences Act 1992):, https://jade.io/article/352736 ,No Match
3376,567,Section 216–Abuse,of fact Section 210 –Indecent treatment of children under 16 Section 216–Abuse of persons with an impairments of the mind Section 222–Incest, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.266094,Penalties and Sentences Act, https://jade.io/article/352736 ,No Match
3693,641,Section 229–Knowledge,at 22 September 2016 Section 11–Effect of changes in law(current) Section 229–Knowledge of Age Immaterial(current) Section 215–Engaging in penile intercourse with child, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.266667,"Acts Interpretation Act 1954,", https://jade.io/article/529695 ,No Match
3724,653,Section 229–Knowledge,at 22 September 2016 Section 11–Effect of changes in law(current) Section 229–Knowledge of Age Immaterial(current) Section 215–Engaging in penile intercourse with child, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.266667,"Acts Interpretation Act 1954,", https://jade.io/article/529695 ,No Match
3222,509,Section 228F,for Chapter 22 Section 228E - Defences for ss 228A-228DC Section 228F - Excluding non-essential persons from court when child exploitation material, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.268398,Penalties and Sentences, https://jade.io/article/352736 ,No Match
3219,509,Section 228C,April 2005) 11.9.1 Legislation [Last reviewed: October 2024] Criminal Code Section 228C - Distributing child exploitation material Section 207A - Definitions for, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.268657,Penalties and Sentences Act 1992, https://jade.io/article/352736 ,No Match
4772,881,Section 728–,[Last reviewed: March 2025] Criminal Code Section 304–Killing on provocation Section 728– Application of amendment Act 17.23.2 Commentary [Last reviewed: March 2025], https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.268657,"(1990)171 CLR 312,", https://jade.io/article/67605 ,No Match
3189,498,Section 228E–Defences,in making child exploitation material. Section 207A–Definitions for Chapter 22. Section 228E–Defences for ss 228A-228DC. Section 228F–Excluding non-essential persons from court when, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.269663,Penalties and Sentences, https://jade.io/article/352736 ,No Match
3452,585,Section 6–Meaning,Section 1–Definition of person with an impairment of the mind Section 6–Meaning of engage in penile intercourse Section 756–Offences charged before or, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.270742,1, https://jade.io/article/352736/section/230223 ,No Match
3453,585,Section 756–Offences,of the mind Section 6–Meaning of engage in penile intercourse Section 756–Offences charged before or after the commencement 11.22.2 Commentary [Last reviewed:, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.270742,(Qld), https://jade.io/article/352736 ,No Match
1848,257,Section 103ZX–Direction,giving evidence Section 103ZW–Direction on behaviour and appearance of complainant Section 103ZX–Direction on mistake of fact in relation to consent Section 103ZY–Direction, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1977-047 ,qld,,0.270916,Evidence Act, https://jade.io/article/353262 ,No Match
3224,509,Section 228H,displayed Section 228G - Forfeiture of child exploitation material etc. Section 228H - Possession etc of child exploitation material by law enforcement, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.271493,"Act 1992,", https://jade.io/article/352736 ,No Match
3396,572,Section 229–Knowledge,2025] Criminal Code Section 210(1)(d)–Indecent treatment of children under 16 Section 229–Knowledge of age immaterial Section 636–Evidence of blood relationship 11.19.2 Commentary, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.272059,Penalties and Sentences Act, https://jade.io/article/352736 ,No Match
3413,576,Section 229–Knowledge,2025] Criminal Code Section 210(1)(e)–Indecent treatment of children under 16 Section 229–Knowledge of age immaterial Section 636–Evidence of blood relationship 11.20.2 Commentary, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.272059,Penalties and Sentences Act, https://jade.io/article/352736 ,No Match
1845,257,Section 103ZU–Direction,"activity occurs Section 103ZT–Direction about responses to non-consensual sexual activity Section 103ZU–Direction on lack of physical injury, violence or threats Section 103ZV–Direction", https://www.legislation.qld.gov.au/view/html/inforce/current/act-1977-047 ,qld,,0.272727,Evidence Act, https://jade.io/article/353262 ,No Match
3896,705,Section 408C–Fraud,s 408C 13.6.1 Legislation [Last reviewed: December 2024] Criminal Code Section 408C–Fraud 13.6.2 Commentary [Last reviewed: December 2024] The offence of fraud, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.273438,"(2003)214 CLR 230,", https://jade.io/article/68393 ,No Match
3263,520,Section 6,Section 756 - Offences charged before or after the commencement Section 6 - Meaning of engage in penile intercourse 11.11.2 Commentary [Last, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.275304,Penalties and Sentences Act 1992, https://jade.io/article/352736 ,No Match
3191,498,Section 228G–Forfeiture,228F–Excluding non-essential persons from court when child exploitation material displayed. Section 228G–Forfeiture of child exploitation material etc. Section 228H–Possession etc of child, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.275862,Acts Interpretation Act 1954, https://jade.io/article/529695 ,No Match
4795,886,Section 728–Application,[Last reviewed: March 2025] Criminal Code Section 304–Killing on provocation Section 728–Application of amendment Act 17.24.2 Commentary [Last reviewed: March 2025] The, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.276364,"(1990)171 CLR 312,", https://jade.io/article/67605 ,No Match
3160,488,Section 6,August 2023) 11.5.1 Legislation [Last reviewed: February 2025] Criminal Code Section 6 - Meaning of engage in penile intercourse Section 24–Power of, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.277154,Sentences Act 1992, https://jade.io/article/352736 ,No Match
2919,434,Section 320–Grievous,s 320 10.5.1 Legislation [Last reviewed: November 2024] Criminal Code Section 320–Grievous bodily harm Section 1–Definition of ‘grievous bodily harm’ 10.5.2 Commentary, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.277551,209)., https://jade.io/article/66420 ,No Match
4794,886,Section 304–Killing,April 2011 17.24.1 Legislation [Last reviewed: March 2025] Criminal Code Section 304–Killing on provocation Section 728–Application of amendment Act 17.24.2 Commentary [Last, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.278571,"(1990)171 CLR 312,", https://jade.io/article/67605 ,No Match
2129,282,Section 103ZC–Factors,"behaviour, or patterns of behaviour, that may constitute domestic violence Section 103ZC–Factors that may influence how a person addresses, responds to or", https://www.legislation.qld.gov.au/view/html/inforce/current/act-1977-047 ,qld,,0.279412,Criminal Law (Coercive Control and, https://jade.io/article/1067156 ,No Match
3359,562,Section 229–Knowledge,2025] Criminal Code Section 210(1)(b)–Indecent treatment of children under 16 Section 229–Knowledge of age immaterial Section 636–Evidence of blood relationship 11.17.2 Commentary, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.279412,Penalties and Sentences Act, https://jade.io/article/352736 ,No Match
3210,504,Section 228H–Possession,exploitation material displayed. Section 228G–Forfeiture of child exploitation material etc. Section 228H–Possession etc of child exploitation material by law enforcement officer. 11.8.2, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.280576,"Sentences Act 1992 (Qld),", https://jade.io/article/352736 ,No Match
1261,176,Section 436–Recording,lawyer Section 435–Rights of a person to be electronically recorded Section 436–Recording of questioning etc. Section 437–Requirements for written record of confession, https://www.legislation.qld.gov.au/view/html/inforce/current/act-2000-005 ,qld,,0.281588,Police Powers and Responsibilities Act 2000:, https://jade.io/article/346465 ,No Match
3209,504,Section 228G–Forfeiture,228F–Excluding non-essential persons from court when child exploitation material displayed. Section 228G–Forfeiture of child exploitation material etc. Section 228H–Possession etc of child, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.281588,Penalties and, https://jade.io/article/352736 ,No Match
3655,636,Section 207A–Definition,"Section 229A–Threats to distribute intimate image or prohibited visual recording. Section 207A–Definition of ‘distribute’,‘intimate image’,‘prohibited visual recording’ and relevant to that definition–the", https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.281609,Criminal Code (Non-consensual Sharing of Intimate Images) Amendment, https://jade.io/article/635541 ,No Match
1262,176,Section 437–Requirements,person to be electronically recorded Section 436–Recording of questioning etc. Section 437–Requirements for written record of confession or admission 4.10.2 Commentary [Last, https://www.legislation.qld.gov.au/view/html/inforce/current/act-2000-005 ,qld,,0.282686,Police Powers and Responsibilities Act 2000:, https://jade.io/article/346465 ,No Match
4073,742,Section 129,s 129 15.3.1 Legislation [Last reviewed: January 2025] Criminal Code Section 129 - Damaging evidence with intent 15.3.2 Commentary [Last reviewed: January, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.282927,246, https://jade.io/citation/2744773/section/140072 ,No Match
3303,545,Section 229–,intercourse with child under 16 Section 219–Taking child immoral purposes Section 229– Knowledge of age immaterial 11.14.2 Commentary [Last reviewed: January 2025], https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.283636,ties and Sentences Act 1992(serious, https://jade.io/article/352736 ,No Match
3563,616,Section 227A,s 227A(2) 11.29.1 Legislation [Last reviewed: April 2025] Criminal Code Section 227A – Observations or Recordings in Breach of Privacy Section 207A–definitions, https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009 ,qld,,0.284519,"(Qld),", https://jade.io/article/353262 ,No Match
