link_id,page_no,link_text,surrounding_text,link_destination,link_domain
11,1,"[1982]AC 510,","the High Court approved a statement in R v Lawrence [1982]AC 510, 519 that ‘a direction to a jury should be custom",https://jade.io/citation/2795362,jade
12,1,519,"Court approved a statement in R v Lawrence [1982]AC 510, 519 that ‘a direction to a jury should be custom built",https://jade.io/citation/2795362/section/140093,jade
13,1,426-427,"case’. Cf R v Mogg (2000)112 A Crim R 417, 426-427 [50]-[52], 429-431 [70]-[74]; [2000]QCA 244; R v Hytch (2000)114 A",https://jade.io/article/166653/section/4362,jade
14,1,"[50]-[52],","Cf R v Mogg (2000)112 A Crim R 417, 426-427 [50]-[52], 429-431 [70]-[74]; [2000]QCA 244; R v Hytch (2000)114 A Crim",https://jade.io/article/166653/section/4362,jade
15,1,429-431,"R v Mogg (2000)112 A Crim R 417, 426-427 [50]-[52], 429-431 [70]-[74]; [2000]QCA 244; R v Hytch (2000)114 A Crim R",https://jade.io/article/166653/section/31708,jade
16,1,[70]-[74];,"v Mogg (2000)112 A Crim R 417, 426-427 [50]-[52], 429-431 [70]-[74]; [2000]QCA 244; R v Hytch (2000)114 A Crim R 573,",https://jade.io/article/166653/section/31708,jade
17,1,[2000]QCA 244;,"Mogg (2000)112 A Crim R 417, 426-427 [50]-[52], 429-431 [70]-[74]; [2000]QCA 244; R v Hytch (2000)114 A Crim R 573, 575 [10];",https://jade.io/article/166653,jade
18,1,575,"[2000]QCA 244; R v Hytch (2000)114 A Crim R 573, 575 [10]; [2000]QCA 315: ‘A trial judge ordinarily has an obligation",https://jade.io/article/166708/section/140725,jade
19,1,[10];,"244; R v Hytch (2000)114 A Crim R 573, 575 [10]; [2000]QCA 315: ‘A trial judge ordinarily has an obligation to",https://jade.io/article/166708/section/140725,jade
20,1,[2000]QCA 315:,"R v Hytch (2000)114 A Crim R 573, 575 [10]; [2000]QCA 315: ‘A trial judge ordinarily has an obligation to sum up",https://jade.io/article/166708,jade
21,1,[1999]NSWCCA 122)and,cases of both the prosecution and the defence(R v RNS [1999]NSWCCA 122)and to Formatting Tests (Test Edition) 1 Test publisher for QLD,https://jade.io/article/135965,jade
22,2,[2000]HCA 3)’.,arguments of counsel (RPS v The Queen (2000)199 CLR 620; [2000]HCA 3)’. As Sofronoff P explained in R v Sunderland (2020)5 QR,https://jade.io/article/68197,jade
23,2,"(2020)5 QR 261,","[2000]HCA 3)’. As Sofronoff P explained in R v Sunderland (2020)5 QR 261, 275-278 [55], sample directions are not to be: ‘treated as",https://jade.io/article/757345,jade
24,2,275-278,"Sofronoff P explained in R v Sunderland (2020)5 QR 261, 275-278 [55], sample directions are not to be: ‘treated as a",https://jade.io/article/757345/section/140529,jade
25,2,"[55],","P explained in R v Sunderland (2020)5 QR 261, 275-278 [55], sample directions are not to be: ‘treated as a draft",https://jade.io/article/757345/section/140529,jade
26,2,"[1973]1 WLR 276,","and helpful. See also McGreevy v Director of Public Prosecutions [1973]1 WLR 276, 281. Trial Judge’s Role in Summing Up A summing up",https://jade.io/citation/2759931,jade
27,2,281.,"also McGreevy v Director of Public Prosecutions [1973]1 WLR 276, 281. Trial Judge’s Role in Summing Up A summing up should",https://jade.io/citation/2759931/section/140198,jade
28,2,"[1981]1 WLR 355,","have the attributes it should display. See R v Landy [1981]1 WLR 355, 367; Flesch v The Queen (1986)7 NSWLR 554, particularly at",https://jade.io/citation/2764448,jade
29,2,367;,"it should display. See R v Landy [1981]1 WLR 355, 367; Flesch v The Queen (1986)7 NSWLR 554, particularly at 558,",https://jade.io/citation/2764448/section/140204,jade
30,2,"(1986)7 NSWLR 554,","v Landy [1981]1 WLR 355, 367; Flesch v The Queen (1986)7 NSWLR 554, particularly at 558, where Street CJ stated ‘a summing up",https://jade.io/article/806595,jade
31,2,"558,","367; Flesch v The Queen (1986)7 NSWLR 554, particularly at 558, where Street CJ stated ‘a summing up should be as",https://jade.io/article/806595/section/140465,jade
32,2,"[1973]1 WLR 488,","to the significance of the evidence. See R v Sparrow [1973]1 WLR 488, 495. In Holland, the High Court approved a statement from",https://jade.io/citation/2765095,jade
33,2,495.,"of the evidence. See R v Sparrow [1973]1 WLR 488, 495. In Holland, the High Court approved a statement from Lawrence",https://jade.io/citation/2765095/section/140246,jade
34,2,426;,"a particular offence. See R v Mowatt [1968]1 QB 421, 426; [1967]EWCA Crim 1. In Holland, the High Court approved a",https://jade.io/citation/2700021/section/140006,jade
35,2,[1967]EWCA Crim 1.,"particular offence. See R v Mowatt [1968]1 QB 421, 426; [1967]EWCA Crim 1. In Holland, the High Court approved a statement from Lawrence",https://jade.io/citation/6154338,jade
36,2,[1998]QCA 64;,"case’. See also R v Adams; Ex parte Attorney-General (Qld) [1998]QCA 64; and R v Mogg (2000)112 A Crim R 417, 430",https://jade.io/article/166035,jade
37,2,430,"64; and R v Mogg (2000)112 A Crim R 417, 430 [71]-[72]; [2000]QCA 244: ‘A trial judge’s duty … will rarely",https://jade.io/article/166653/section/4654,jade
38,2,[71]-[72];,"and R v Mogg (2000)112 A Crim R 417, 430 [71]-[72]; [2000]QCA 244: ‘A trial judge’s duty … will rarely if",https://jade.io/article/166653/section/4654,jade
39,2,[2000]QCA 244:,"R v Mogg (2000)112 A Crim R 417, 430 [71]-[72]; [2000]QCA 244: ‘A trial judge’s duty … will rarely if ever be",https://jade.io/article/166653,jade
40,3,632,"facts …’ See further R v Chai (2002)76 ALJR 628, 632 [18]; [2002]HCA 12. In R v Ita [2003]NSWCCA 174, the",https://jade.io/article/68320/section/1035,jade
41,3,[18];,"…’ See further R v Chai (2002)76 ALJR 628, 632 [18]; [2002]HCA 12. In R v Ita [2003]NSWCCA 174, the Court",https://jade.io/article/68320/section/1035,jade
42,3,[2002]HCA 12.,"See further R v Chai (2002)76 ALJR 628, 632 [18]; [2002]HCA 12. In R v Ita [2003]NSWCCA 174, the Court remarked at",https://jade.io/article/68320,jade
43,3,"[2003]NSWCCA 174,","ALJR 628, 632 [18]; [2002]HCA 12. In R v Ita [2003]NSWCCA 174, the Court remarked at [90] inter alia that: ‘[t]he precise",https://jade.io/article/183676,jade
44,3,[90],"In R v Ita [2003]NSWCCA 174, the Court remarked at [90] inter alia that: ‘[t]he precise nature of the task of",https://jade.io/article/183676/section/1087,jade
45,3,427,"way in R v Mogg (2000)112 A Crim R 417, 427 [54]; [2000]QCA 244: ‘The onerous duties of a trial judge",https://jade.io/article/166653/section/788,jade
46,3,[54];,"in R v Mogg (2000)112 A Crim R 417, 427 [54]; [2000]QCA 244: ‘The onerous duties of a trial judge will",https://jade.io/article/166653/section/788,jade
47,3,[2000]QCA 244:,"R v Mogg (2000)112 A Crim R 417, 427 [54]; [2000]QCA 244: ‘The onerous duties of a trial judge will ordinarily include",https://jade.io/article/166653,jade
48,3,637;,"JJ said in RPS v The Queen (2000)199 CLR 620, 637; [2000]HCA 3 that: • the fundamental task of a trial",https://jade.io/article/68197/section/140607,jade
49,3,[2000]HCA 3,"said in RPS v The Queen (2000)199 CLR 620, 637; [2000]HCA 3 that: • the fundamental task of a trial judge is",https://jade.io/article/68197,jade
50,7,28(2),to attend court in response to a summons. See s 28(2) of the Jury Act 1995. If a judge chooses to,https://jade.io/article/352986/section/3040,jade
51,7,Jury Act,"in response to a summons. See s 28(2) of the Jury Act 1995. If a judge chooses to do so, see as",https://jade.io/article/352986,jade
52,7,Act 1995.,"response to a summons. See s 28(2) of the Jury Act 1995. If a judge chooses to do so, see as an",https://jade.io/article/352986,jade
53,9,[2013]QCA 52,the guilty plea as an admission (See R v Rogers [2013]QCA 52 and Collins v The Queen; Ex parte Attorney-General (Qld) [1996]1,https://jade.io/article/292148,jade
54,9,"[1996]1 Qd R 631,","52 and Collins v The Queen; Ex parte Attorney-General (Qld) [1996]1 Qd R 631, 640). If there is more than one defendant, the associate",https://jade.io/article/206006,jade
55,9,640).,"The Queen; Ex parte Attorney-General (Qld) [1996]1 Qd R 631, 640). If there is more than one defendant, the associate goes",https://jade.io/article/206006/section/140777,jade
56,10,Jury Act,"to all defendants(ie 16 for 2 defendants): s 42(5))of the Jury Act 1995. If reserve jurors are required, the prosecution and defence",https://jade.io/article/352986,jade
57,10,Act 1995.,"all defendants(ie 16 for 2 defendants): s 42(5))of the Jury Act 1995. If reserve jurors are required, the prosecution and defence are",https://jade.io/article/352986,jade
58,10,"43,","challenges. For the rules governing challenges for cause, see ss 43, 47 of the Jury Act 1995. It is necessary for",https://jade.io/article/352986/section/102,jade
59,10,47,"For the rules governing challenges for cause, see ss 43, 47 of the Jury Act 1995. It is necessary for an",https://jade.io/article/352986/section/424,jade
60,10,Jury Act,"governing challenges for cause, see ss 43, 47 of the Jury Act 1995. It is necessary for an effective challenge(whether by the",https://jade.io/article/352986,jade
61,10,Act 1995.,"challenges for cause, see ss 43, 47 of the Jury Act 1995. It is necessary for an effective challenge(whether by the defendant",https://jade.io/article/352986,jade
62,10,"[2017]1 Qd R 453,","counsel)that the challenge be audible to the court(R v Shambayati [2017]1 Qd R 453, 458 [16]). See also ss 39, 41 of the Jury",https://jade.io/article/462160,jade
63,10,458,"audible to the court(R v Shambayati [2017]1 Qd R 453, 458 [16]). See also ss 39, 41 of the Jury Act",https://jade.io/article/462160/section/140124,jade
64,10,[16]).,"to the court(R v Shambayati [2017]1 Qd R 453, 458 [16]). See also ss 39, 41 of the Jury Act 1995.",https://jade.io/article/462160/section/140124,jade
65,10,"39,","Shambayati [2017]1 Qd R 453, 458 [16]). See also ss 39, 41 of the Jury Act 1995. Jury Impartiality: Judge’s Remarks",https://jade.io/article/352986/section/1978,jade
66,10,41,"[2017]1 Qd R 453, 458 [16]). See also ss 39, 41 of the Jury Act 1995. Jury Impartiality: Judge’s Remarks to",https://jade.io/article/352986/section/295,jade
67,10,Jury Act,"453, 458 [16]). See also ss 39, 41 of the Jury Act 1995. Jury Impartiality: Judge’s Remarks to the Jury After Empanelling",https://jade.io/article/352986,jade
68,10,Act 1995.,"458 [16]). See also ss 39, 41 of the Jury Act 1995. Jury Impartiality: Judge’s Remarks to the Jury After Empanelling After",https://jade.io/article/352986,jade
69,13,Jury Act,place of the excused juror (See s 46(3) of the Jury Act 1995 and R v MacGowan [2014]QSC 277). Post-Empanelment Having ascertained,https://jade.io/article/352986,jade
70,13,Act 1995,of the excused juror (See s 46(3) of the Jury Act 1995 and R v MacGowan [2014]QSC 277). Post-Empanelment Having ascertained from,https://jade.io/article/352986,jade
71,13,[2014]QSC 277).,46(3) of the Jury Act 1995 and R v MacGowan [2014]QSC 277). Post-Empanelment Having ascertained from the bailiff whether the rest of,https://jade.io/article/350735,jade
72,17,[1997]2 Qd,"the trial after the Crown opening, see R v Nona [1997]2 Qd R 436 and (2014)244 A Crim R 443R v Oulds[2014]QCA",https://jade.io/citation/3594277,jade
73,17,Qd R,"trial after the Crown opening, see R v Nona [1997]2 Qd R 436 and (2014)244 A Crim R 443R v Oulds[2014]QCA 223",https://jade.io/citation/3594277,jade
74,17,R 436,"after the Crown opening, see R v Nona [1997]2 Qd R 436 and (2014)244 A Crim R 443R v Oulds[2014]QCA 223 ;",https://jade.io/citation/3594277,jade
75,17,(2014)244 A Crim R 443R,"opening, see R v Nona [1997]2 Qd R 436 and (2014)244 A Crim R 443R v Oulds[2014]QCA 223 ; . Prosecution and Defence Cases At",https://jade.io/article/344444,jade
76,17,Oulds[2014]QCA 223,Qd R 436 and (2014)244 A Crim R 443R v Oulds[2014]QCA 223 ; . Prosecution and Defence Cases At the conclusion of,https://jade.io/article/344444,jade
77,17,"[1986]2 Qd R 209,","not to adduce rebuttal evidence. See Kern v The Queen [1986]2 Qd R 209, 211-212; R v Chin (1985)157 CLR 671; [1985]HCA 35; R",https://jade.io/citation/2674667,jade
78,17,211-212;,"evidence. See Kern v The Queen [1986]2 Qd R 209, 211-212; R v Chin (1985)157 CLR 671; [1985]HCA 35; R v",https://jade.io/citation/2674667/section/140966,jade
79,17,[1985]HCA 35;,"Qd R 209, 211-212; R v Chin (1985)157 CLR 671; [1985]HCA 35; R v Soma (2001)122 A Crim R 537; [2001]QCA 263.",https://jade.io/article/67199,jade
80,17,[2001]QCA 263.,"[1985]HCA 35; R v Soma (2001)122 A Crim R 537; [2001]QCA 263. Then discuss with the lawyers, in the absence of the",https://jade.io/article/167089,jade
81,18,"[2016]QCA 336,","whom Morrison JA and Atkinson J agreed)in R v Gathercole [2016]QCA 336, [49]: ‘It is well established that in conducting an Australian",https://jade.io/article/508903,jade
82,18,[49]:,"JA and Atkinson J agreed)in R v Gathercole [2016]QCA 336, [49]: ‘It is well established that in conducting an Australian criminal",https://jade.io/article/508903/section/1625,jade
83,18,"[2007]QCA 447,","of a prosecutor is set out in R v Smith [2007]QCA 447, [38] by McMurdo P(Keane JA and Daubney J agreeing). The",https://jade.io/article/19155,jade
84,18,[38],"prosecutor is set out in R v Smith [2007]QCA 447, [38] by McMurdo P(Keane JA and Daubney J agreeing). The Limits",https://jade.io/article/19155/section/1252,jade
85,18,"[2006]NSWCCA 334,","Criminal Appeal, in Livermore v The Queen (2006)67 NSWLR 659; [2006]NSWCCA 334, [31], identified a number of matters in a prosecutor’s address",https://jade.io/article/2501,jade
86,18,"[31],","in Livermore v The Queen (2006)67 NSWLR 659; [2006]NSWCCA 334, [31], identified a number of matters in a prosecutor’s address which",https://jade.io/article/2501/section/1017,jade
87,19,306;,"Personal Opinions In R v Callaghan [1994]2 Qd R 300, 306; [1993]QCA 419, the Court of Appeal held that: ‘… it",https://jade.io/article/205748/section/140753,jade
88,19,"[1993]QCA 419,","Opinions In R v Callaghan [1994]2 Qd R 300, 306; [1993]QCA 419, the Court of Appeal held that: ‘… it is not",https://jade.io/article/205748,jade
89,19,"[2007]QCA 447,","a contestant’. Intemperate or Inflammatory Language In R v Smith [2007]QCA 447, [39]-[40], McMurdo P(Keane JA and Daubney J agreeing)said: ‘In determining",https://jade.io/article/19155,jade
90,19,"[39]-[40],","Intemperate or Inflammatory Language In R v Smith [2007]QCA 447, [39]-[40], McMurdo P(Keane JA and Daubney J agreeing)said: ‘In determining whether",https://jade.io/article/19155/section/5033,jade
91,19,"[2015]NSWCCA 330,","accused’s case. In Hughes v The Queen (2015)93 NSWLR 474; [2015]NSWCCA 330, the New South Wales Court of Criminal Appeal considered 27",https://jade.io/article/421967,jade
92,20,627;,"closing address. In R v Lewis [1994]1 Qd R 613, 627; [1992]QCA 223, Macrossan CJ said: ‘Counsel should not suggest or",https://jade.io/article/205369/section/140612,jade
93,20,"[1992]QCA 223,","address. In R v Lewis [1994]1 Qd R 613, 627; [1992]QCA 223, Macrossan CJ said: ‘Counsel should not suggest or endeavour to",https://jade.io/article/205369,jade
94,20,[2007]QCA 447:,"Final Address R v Smith (2007)179 A Crim R 453; [2007]QCA 447: Impugning the credit of Crown witnesses (security guards), where those",https://jade.io/article/19155,jade
95,20,[2016]QCA 336:,"credit, amounted to a miscarriage of justice. R v Gathercole [2016]QCA 336: The appellant had been convicted of murder. The only issue",https://jade.io/article/508903,jade
96,21,[2019]QCA 28:,to follow an impermissible path of reasoning’. R v PBC [2019]QCA 28: The appellant was convicted of indecent treatment and rape. At,https://jade.io/article/635719,jade
97,21,"[1962]Qd R 214,","a criminal trial (See Gibbs J in R v Hally [1962]Qd R 214, 217). However, as noted in R v Miller [2007]QCA 373,",https://jade.io/citation/2421318,jade
98,21,217).,"(See Gibbs J in R v Hally [1962]Qd R 214, 217). However, as noted in R v Miller [2007]QCA 373, [3],",https://jade.io/citation/2421318/section/140452,jade
99,21,"[2007]QCA 373,","R 214, 217). However, as noted in R v Miller [2007]QCA 373, [3], a trial judge has power to adjourn a criminal",https://jade.io/article/16851,jade
100,21,"[3],","217). However, as noted in R v Miller [2007]QCA 373, [3], a trial judge has power to adjourn a criminal trial",https://jade.io/article/16851/section/140887,jade
101,22,[2007]QCA 373).,a fair trial cannot be ensured (See R v Miller [2007]QCA 373). Discharging a Juror Section 33 of the Jury Act 1995,https://jade.io/article/16851,jade
102,22,33,(See R v Miller [2007]QCA 373). Discharging a Juror Section 33 of the Jury Act 1995 enshrines the common law principle,https://jade.io/article/352986/section/553,jade
103,22,Jury Act,Miller [2007]QCA 373). Discharging a Juror Section 33 of the Jury Act 1995 enshrines the common law principle that conviction for an,https://jade.io/article/352986,jade
104,22,Act 1995,[2007]QCA 373). Discharging a Juror Section 33 of the Jury Act 1995 enshrines the common law principle that conviction for an offence,https://jade.io/article/352986,jade
105,22,56,"jury of 12. However, that principle is qualified by s 56 of the Jury Act 1995, pursuant to which a judge",https://jade.io/article/352986/section/2189,jade
106,22,Jury Act,"However, that principle is qualified by s 56 of the Jury Act 1995, pursuant to which a judge may discharge a juror",https://jade.io/article/352986,jade
107,22,Act,"that principle is qualified by s 56 of the Jury Act 1995, pursuant to which a judge may discharge a juror",https://jade.io/article/352986,jade
108,22,"1995,","principle is qualified by s 56 of the Jury Act 1995, pursuant to which a judge may discharge a juror without",https://jade.io/article/352986,jade
109,22,[2005]1 Qd R 408,"of the procedures to be followed, see R v Roberts [2005]1 Qd R 408 and R v PAR [2015]1 Qd R 15. Disclosure of",https://jade.io/article/168595,jade
110,22,[2015]1 Qd R 15.,v Roberts [2005]1 Qd R 408 and R v PAR [2015]1 Qd R 15. Disclosure of the jury’s interim votes or voting pattern is,https://jade.io/article/348175,jade
111,22,60(1),a view on whether to discharge the jury under s 60(1) of the Jury Act 1995. See also Smith v The,https://jade.io/article/352986/section/8652,jade
112,22,Jury Act,whether to discharge the jury under s 60(1) of the Jury Act 1995. See also Smith v The Queen (2015)255 CLR 161;,https://jade.io/article/352986,jade
113,22,Act 1995.,to discharge the jury under s 60(1) of the Jury Act 1995. See also Smith v The Queen (2015)255 CLR 161; [2015]HCA,https://jade.io/article/352986,jade
114,22,"[2015]HCA 27,","1995. See also Smith v The Queen (2015)255 CLR 161; [2015]HCA 27, [47], [49]. The judge has a discretion under s 57",https://jade.io/article/402565,jade
115,22,"[47],","also Smith v The Queen (2015)255 CLR 161; [2015]HCA 27, [47], [49]. The judge has a discretion under s 57 of",https://jade.io/article/402565/section/777,jade
116,22,[49].,"Smith v The Queen (2015)255 CLR 161; [2015]HCA 27, [47], [49]. The judge has a discretion under s 57 of the",https://jade.io/article/402565/section/1625,jade
117,22,Jury Act,The judge has a discretion under s 57 of the Jury Act 1995 to direct(where there is no reserve juror) that the,https://jade.io/article/352986,jade
118,22,Act 1995,judge has a discretion under s 57 of the Jury Act 1995 to direct(where there is no reserve juror) that the trial,https://jade.io/article/352986,jade
119,22,[2007]1 Qd R 25;,trial by a jury of 12 persons (R v Hutchings [2007]1 Qd R 25; R v Shaw [2007] QCA 231). It is plainly desirable,https://jade.io/article/169345,jade
120,22,[2007],(R v Hutchings [2007]1 Qd R 25; R v Shaw [2007] QCA 231). It is plainly desirable that a judge exercising,https://jade.io/article/14822,jade
121,22,QCA 231).,v Hutchings [2007]1 Qd R 25; R v Shaw [2007] QCA 231). It is plainly desirable that a judge exercising the powers,https://jade.io/article/14822,jade
122,22,"[1999]HCA 52,","unmistakeable terms. See Wu v The Queen (1999)199 CLR 99,134[103]; [1999]HCA 52, [103]. Ordinarily that will be made by the judge making",https://jade.io/article/68154,jade
123,22,[103].,"See Wu v The Queen (1999)199 CLR 99,134[103]; [1999]HCA 52, [103]. Ordinarily that will be made by the judge making two",https://jade.io/article/68154/section/140961,jade
124,22,[2007]1 Qd R 25;,the nature of the charge. See also R v Hutchings [2007]1 Qd R 25; R v Shaw [2007] QCA 231; and R v Walters,https://jade.io/article/169345,jade
125,22,[2007],R v Hutchings [2007]1 Qd R 25; R v Shaw [2007] QCA 231; and R v Walters [2007]QCA 140. Replacing Discharged,https://jade.io/article/14822,jade
126,22,QCA 231;,v Hutchings [2007]1 Qd R 25; R v Shaw [2007] QCA 231; and R v Walters [2007]QCA 140. Replacing Discharged Juror with,https://jade.io/article/14822,jade
127,22,[2007]QCA 140.,R v Shaw [2007] QCA 231; and R v Walters [2007]QCA 140. Replacing Discharged Juror with Reserve Juror If a juror has,https://jade.io/article/57018,jade
128,22,34(4),"the reserve jurors(if there is more than one). See s 34(4) of the Jury Act 1995, which provides that the reserve",https://jade.io/article/352986/section/4436,jade
129,22,Jury Act,"there is more than one). See s 34(4) of the Jury Act 1995, which provides that the reserve juror(of Formatting Tests (Test",https://jade.io/article/352986,jade
130,22,"Act 1995,","is more than one). See s 34(4) of the Jury Act 1995, which provides that the reserve juror(of Formatting Tests (Test Edition)",https://jade.io/article/352986,jade
131,23,"[2007]QCA 142,","for the purposes of the record. In R v Lorraway [2007]QCA 142, the Court of Appeal stated that trial judges who receive",https://jade.io/article/57020,jade
132,23,"[2008]QCA 299,","(See R v Beattie (2008) 188 A Crim R 542; [2008]QCA 299, [31]). Where a juror’s note raises an issue or issues",https://jade.io/article/84052,jade
133,23,[31]).,"v Beattie (2008) 188 A Crim R 542; [2008]QCA 299, [31]). Where a juror’s note raises an issue or issues that",https://jade.io/article/84052/section/1017,jade
134,23,"[2013]QCA 29,","disclosed in open court. See R v Millar (No 2) [2013]QCA 29, [27]. The judge should mark the note as an exhibit",https://jade.io/article/290755,jade
135,23,[27].,"open court. See R v Millar (No 2) [2013]QCA 29, [27]. The judge should mark the note as an exhibit for",https://jade.io/article/290755/section/140176,jade
136,23,[2010]QCA 222).,on the particular topic of concern (See R v Kashani-Malaki [2010]QCA 222). An individual juror may ask a question of the judge,https://jade.io/article/201270,jade
137,23,53(7)(a),"of the judge directly. Separation of Jury Pursuant to s 53(7)(a) of the Jury Act 1995, after the jury has retired",https://jade.io/article/352986/section/31439,jade
138,23,Jury Act,"directly. Separation of Jury Pursuant to s 53(7)(a) of the Jury Act 1995, after the jury has retired to consider its verdict,",https://jade.io/article/352986,jade
139,23,"Act 1995,","Separation of Jury Pursuant to s 53(7)(a) of the Jury Act 1995, after the jury has retired to consider its verdict, the",https://jade.io/article/352986,jade
140,24,[2007]QCA,deliberations should be suspended until that juror returns(R v Walters [2007]QCA 140). Verdict The amendments to the Jury Act 1995 make,https://jade.io/article/57018,jade
141,24,140).,should be suspended until that juror returns(R v Walters [2007]QCA 140). Verdict The amendments to the Jury Act 1995 make provision,https://jade.io/article/57018,jade
142,24,Jury Act,returns(R v Walters [2007]QCA 140). Verdict The amendments to the Jury Act 1995 make provision for the taking of majority verdicts in,https://jade.io/article/352986,jade
143,24,Act 1995,v Walters [2007]QCA 140). Verdict The amendments to the Jury Act 1995 make provision for the taking of majority verdicts in certain,https://jade.io/article/352986,jade
144,25,"[2001]1 Qd R 212,","potential to seem to prejudge the punishment(Cf R v Williams [2001]1 Qd R 212, 218). The associate calls upon the defendant by saying: See",https://jade.io/article/166379,jade
145,25,218).,"prejudge the punishment(Cf R v Williams [2001]1 Qd R 212, 218). The associate calls upon the defendant by saying: See Criminal",https://jade.io/article/166379/section/140599,jade
146,27,Jury Act,appropriate detail of: (a) the charge contained in the indictment: Jury Act 1995 s 51; (b) the jury’s duty on the trial:,https://jade.io/article/352986,jade
147,27,Act 1995,detail of: (a) the charge contained in the indictment: Jury Act 1995 s 51; (b) the jury’s duty on the trial: Jury,https://jade.io/article/352986,jade
148,27,51;,the charge contained in the indictment: Jury Act 1995 s 51; (b) the jury’s duty on the trial: Jury Act 1995,https://jade.io/article/352986/section/144,jade
149,27,Jury Act,1995 s 51; (b) the jury’s duty on the trial: Jury Act 1995 s 51; (c) the prohibition upon jurors of inquiring,https://jade.io/article/352986,jade
150,27,Act 1995,s 51; (b) the jury’s duty on the trial: Jury Act 1995 s 51; (c) the prohibition upon jurors of inquiring about,https://jade.io/article/352986,jade
151,27,51;,the jury’s duty on the trial: Jury Act 1995 s 51; (c) the prohibition upon jurors of inquiring about the defendant,https://jade.io/article/352986/section/144,jade
152,27,Jury Act,"upon jurors of inquiring about the defendant in the trial: Jury Act 1995 s 69A. Although not specifically mentioned by legislation, the",https://jade.io/article/352986,jade
153,27,Act 1995,"jurors of inquiring about the defendant in the trial: Jury Act 1995 s 69A. Although not specifically mentioned by legislation, the judge",https://jade.io/article/352986,jade
154,27,69A.,"about the defendant in the trial: Jury Act 1995 s 69A. Although not specifically mentioned by legislation, the judge may also",https://jade.io/article/352986/section/11604,jade
155,27,[1997]2 Qd R 436).,defence counsel wishes to deliver such a statement(R v Nona [1997]2 Qd R 436). Opening Remarks In R v Oulds (2014)244 A Crim R,https://jade.io/citation/3594277,jade
156,27,"[2014]QCA 223,","Remarks In R v Oulds (2014)244 A Crim R 443; [2014]QCA 223, the Court of Appeal discussed the parameters of an opening",https://jade.io/article/344444,jade
157,28,[2010]QCA 194).,"provide, then it should be given to them(R v Rope [2010]QCA 194). Voting Numbers In any communication with the judge, the jury",https://jade.io/article/196759,jade
158,28,"[2015]HCA 27,","direction is being contemplated(Smith v The Queen (2015)255 CLR 161; [2015]HCA 27, [35], [42], [45], [53], [54], [58]). Taking of Verdicts As",https://jade.io/article/402565,jade
159,28,"[35],","being contemplated(Smith v The Queen (2015)255 CLR 161; [2015]HCA 27, [35], [42], [45], [53], [54], [58]). Taking of Verdicts As a",https://jade.io/article/402565/section/140690,jade
160,28,"[42],","contemplated(Smith v The Queen (2015)255 CLR 161; [2015]HCA 27, [35], [42], [45], [53], [54], [58]). Taking of Verdicts As a general",https://jade.io/article/402565/section/140755,jade
161,28,"[45],","v The Queen (2015)255 CLR 161; [2015]HCA 27, [35], [42], [45], [53], [54], [58]). Taking of Verdicts As a general rule,",https://jade.io/article/402565/section/140602,jade
162,28,"[53],","The Queen (2015)255 CLR 161; [2015]HCA 27, [35], [42], [45], [53], [54], [58]). Taking of Verdicts As a general rule, a",https://jade.io/article/402565/section/140574,jade
